NCMO ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,L_AtanThta,height_m,arcMapA,SA_AtanTht,Load_pTex,loadTrap,Migration,Retreat,Erate,mean_Slope,aspect,VegComb10,probVeg,Prk,Hal,Pal,FPtrap,autoTEmeas,Ecode,Einterp,EextrapAll,VeMeas,VeAll,VeAll_Veg,Shape_Length,Shape_Area
953,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,50,4.03,414,201,21,11,0.13,9999,9999,26,SE,1,0.54,0,0,0,1,0,2,9999,0,0,18,18,197.9997,414.00105
954,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,59,6.05,576,358,139,93,0.23,0.55,0.33,32,S,0,0.54,0,0,0,1,0,1,0.09,0,119,119,119,203.9992,576.0005999
955,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,120,19.22,2801,2301,91,81,0.1,0.03,0.04,39,S,1,0.53,0,0,1,1,0,1,0.09,0,92,92,92,451.3767363,2801.31076
956,LES,3,5,97,,Le Sueur,Lower LeSueur,LS btwn gauges,,3,LES,5,85,8.29,1104,706,33,25,0.03,0.11,0.06,33,NW,0,0.56,0,0,1,1,0,1,0.09,0,44,44,44,272.8835841,1103.94975
1042,MAP,2,50,836,,Le Sueur,Upper Maple,Map AB UG,,1,MAP,28,35,5.03,346,176,14,8,0,9999,9999,27,SW,1,0.93,0,0,0,1,6,3,9999,0,0,12,12,119.3172139,345.7997041
1043,MAP,2,50,836,,Le Sueur,Upper Maple,Map AB UG,,1,MAP,28,94,5.27,978,496,41,24,0,9999,9999,27,NW,1,0.94,0,0,0,1,6,3,9999,0,0,35,35,322.1018015,977.6155853
1044,MAP,2,50,836,,Le Sueur,Upper Maple,Map AB UG,,1,MAP,28,100,7.17,1278,717,59,40,0,9999,9999,29,W,1,0.94,0,0,0,1,6,3,9999,0,0,50,50,291.1693235,1277.567331
1045,MAP,2,50,815,,Le Sueur,Upper Maple,Map AB UG,,1,MAP,30,21,4.62,203,99,8,5,0,9999,9999,26,NE,1,0.95,0,0,0,1,0,3,9999,0,0,7,7,85.13198728,203.2075947
1046,MAP,2,50,815,,Le Sueur,Upper Maple,Map AB UG,,1,MAP,30,28,4.09,241,113,9,5,0,9999,9999,25,W,1,0.95,0,0,0,1,0,3,9999,0,0,8,8,97.04235383,240.6140751
1047,MAP,2,50,815,,Le Sueur,Upper Maple,Map AB UG,,1,MAP,30,62,5.71,657,353,29,19,0,9999,9999,28,S,0,0.95,0,0,0,1,0,3,9999,0,0,25,25,230.61258,656.8991341
1048,MAP,2,62,907,,Le Sueur,Upper Maple,Map AB UG,,1,MAP,28,123,5.44,1435,671,55,27,0,9999,9999,25,NE,1,1,0,0,0,1,23,3,9999,0,0,47,47,415.8412659,1435.224582
1049,MAP,2,62,907,,Le Sueur,Upper Maple,Map AB UG,,1,MAP,28,40,4.16,349,168,14,6,0,9999,9999,26,NE,1,1,0,0,0,1,23,3,9999,0,0,12,12,122.3421577,348.7327547
1050,MAP,2,62,907,,Le Sueur,Upper Maple,Map AB UG,,1,MAP,28,27,3.96,237,106,9,3,0,9999,9999,24,SE,1,1,0,0,0,1,23,3,9999,0,0,7,7,91.59708902,236.7928712
1051,MAP,2,50,836,,Le Sueur,Upper Maple,Map AB UG,,1,MAP,28,53,2.63,339,139,11,3,0,9999,9999,22,SE,1,0.93,0,0,0,1,6,3,9999,0,0,10,10,131.2328773,339.4766529
1052,MAP,2,50,836,,Le Sueur,Upper Maple,Map AB UG,,1,MAP,28,68,3.57,550,243,20,8,0,9999,9999,24,S,1,0.93,0,0,0,1,6,3,9999,0,0,17,17,223.2795171,550.0118558
1053,MAP,2,50,836,,Le Sueur,Upper Maple,Map AB UG,,1,MAP,28,40,4.15,380,165,14,7,0,9999,9999,23,NW,1,0.93,0,0,0,1,6,3,9999,0,0,12,12,122.2004124,379.6731363
1054,MAP,2,50,836,,Le Sueur,Upper Maple,Map AB UG,,1,MAP,28,68,3.3,483,225,18,7,0,9999,9999,25,W,1,0.93,0,0,0,1,6,3,9999,0,0,16,16,202.2398304,482.7908107
1055,MAP,2,50,836,,Le Sueur,Upper Maple,Map AB UG,,1,MAP,28,29,4.21,262,123,10,5,0,9999,9999,25,NW,1,0.94,0,0,0,1,6,3,9999,0,0,9,9,103.7595249,261.8136172
1056,MAP,2,50,836,,Le Sueur,Upper Maple,Map AB UG,,1,MAP,28,127,5.42,1405,687,56,33,0,9999,9999,26,SE,1,0.94,0,0,0,1,6,3,9999,0,0,48,48,415.145275,1405.006805
1057,MAP,2,50,836,,Le Sueur,Upper Maple,Map AB UG,,1,MAP,28,54,6.03,651,324,27,17,0,9999,9999,26,E,1,0.94,0,0,0,1,6,3,9999,0,0,23,23,198.3787966,650.8303223
1058,MAP,2,50,836,,Le Sueur,Upper Maple,Map AB UG,,1,MAP,28,52,6.17,587,320,26,17,0,9999,9999,29,W,1,0.94,0,0,0,1,6,3,9999,0,0,22,22,173.5909236,586.7578196
1059,MAP,2,50,767,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,33,4.33,311,142,12,6,0,9999,9999,24,NE,1,0.95,0,0,0,1,0,3,9999,0,0,10,10,118.5899458,311.0976026
1060,MAP,2,50,767,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,29,2.34,169,67,5,1,0,9999,9999,22,NW,1,0.95,0,0,0,1,0,3,9999,0,0,5,5,72.97761468,168.737454
1061,MAP,2,50,767,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,96,4.84,946,467,38,22,0,9999,9999,26,W,1,0.95,0,0,0,1,0,3,9999,0,0,33,33,327.9194155,945.5550795
1357,MAP,3,13,615,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,22,302,12.47,6612,3768,253,211,0.05,0.09,0.06,30,SE,1,0.93,0,0,0,1,1,1,0.06,0,217,217,217,966.4092185,6611.989019
1358,MAP,3,13,615,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,22,98,9.35,1881,912,100,78,0.07,0.24,0.14,26,NW,1,0.93,0,1,0,1,1,1,0.06,0,125,125,125,351.4119595,1881.322285
1359,MAP,3,13,615,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,22,69,8.62,1218,591,95,72,0.07,0.24,0.14,26,NW,1,0.92,0,0,0,1,1,1,0.06,0,81,81,81,183.8495168,1218.051088
1360,MAP,3,13,612,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,21,27,8.72,436,232,17,13,0.07,9999,9999,28,NE,1,0.92,0,0,0,1,1,2,0.06,0,0,15,15,114.0317776,435.7099366
1361,MAP,3,13,612,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,21,38,11.21,698,426,32,26,0.07,9999,9999,31,E,0,0.92,0,0,0,1,1,2,0.06,0,0,27,27,128.6766503,697.7699886
1362,MAP,3,13,612,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,21,46,9.84,1193,450,32,26,0.07,9999,9999,21,E,1,0.92,0,0,0,1,1,2,0.06,0,0,28,28,208.4395997,1192.503779
1363,MAP,3,13,612,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,21,75,10.65,1343,794,30,24,0.09,0.02,0.03,31,E,1,0.92,0,0,0,1,1,1,0.06,0,26,26,26,234.9291884,1343.354631
1364,MAP,3,13,612,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,21,50,11.59,915,578,15,12,0.09,0,0.02,32,SE,1,0.92,0,0,0,1,1,1,0.06,0,13,13,13,177.3276027,914.6788317
1365,MAP,3,13,612,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,21,124,12.22,2826,1520,22,18,0.03,0.01,0.01,28,SE,1,0.93,0,0,0,1,1,1,0.06,0,19,19,19,442.6859216,2825.715194
1366,MAP,3,13,612,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,21,119,13.2,2599,1573,23,19,0.03,0.01,0.01,31,SE,1,0.93,0,0,0,1,1,1,0.06,0,20,20,20,362.51182,2598.795379
1367,MAP,3,13,615,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,22,45,11.23,1049,504,34,28,0.05,0.09,0.06,26,SW,1,0.93,0,0,0,1,1,1,0.06,0,29,29,29,159.8343241,1048.767392
1368,MAP,2,50,732,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,76,5.71,856,436,69,45,0,9999,9999,27,SW,1,0.95,0,0,0,1,0,2,0.14,0,0,59,59,261.0383423,856.341203
1369,,0,35,501,,Le Sueur,Upper Cobb,Cobb Upper Cobb,,1,COB,27,29,3.82,234,110,9,4,0,9999,9999,25,SE,1,1,0,0,0,1,2,3,9999,0,0,8,8,102.0025,234.01335
1370,COB,2,35,501,,Le Sueur,Upper Cobb,Cobb Upper Cobb,,1,COB,27,73,6.78,990,493,40,28,0,0,9999,26,NW,1,1,0,0,0,1,2,3,9999,0,0,35,35,306.0057,990.0526496
1371,COB,2,35,483,,Le Sueur,Upper Cobb,Cobb Upper Cobb,,1,COB,27,25,5.82,291,143,12,8,0,9999,9999,26,E,1,1,0,0,0,1,2,3,9999,0,0,10,10,105.3410704,290.7178727
1372,MAP,2,50,692,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,86,8.16,1469,700,72,50,0,9999,9999,25,W,1,0.88,0,0,0,1,8,2,0.09,0,0,61,61,362.0150097,1468.850351
1373,MAP,2,50,692,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,116,7.26,1694,840,101,67,0.24,9999,9999,26,S,1,0.88,0,0,0,1,8,2,0.1,0,0,86,86,350.7348464,1693.845538
1374,MAP,2,50,732,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,42,3.45,283,145,12,5,0,9999,9999,27,S,1,0.94,0,0,0,1,0,3,9999,0,0,10,10,126.2236133,283.2513398
1375,MAP,2,50,732,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,50,4.29,470,216,25,12,0,9999,9999,25,S,1,0.93,0,0,0,1,8,2,0.1,0,0,21,21,170.6812091,470.3171703
1376,MAP,2,50,732,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,93,7.45,1229,692,62,46,0,9999,9999,29,NE,1,0.9,0,0,0,1,0,2,0.08,0,0,53,53,289.2514932,1229.064186
1377,MAP,2,50,732,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,54,5.34,563,291,24,15,0,9999,9999,27,E,1,0.87,0,0,0,1,0,2,9999,0,0,20,20,170.3458556,562.7023023
1378,MAP,2,50,692,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,48,11.48,792,556,65,49,0.32,0.11,0.14,35,SE,1,0.88,0,0,1,1,8,1,9999,0,75,75,75,179.8372402,792.1668874
1379,MAP,2,50,692,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,36,9.73,608,349,38,28,0.32,0.11,0.14,30,E,1,0.89,0,0,1,1,8,1,0.1,0,47,47,47,142.4300273,607.6875462
1380,MAP,2,50,692,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,50,11.64,1002,587,69,53,0.32,0.11,0.14,30,NE,1,0.89,0,0,1,1,8,1,0.1,0,79,79,79,161.5425157,1001.7376
1381,MAP,2,50,692,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,58,8.62,832,500,34,24,0.11,0.06,0.06,31,SW,1,0.89,0,0,0,1,8,1,9999,0,29,29,29,229.400431,832.2392542
1382,MAP,2,50,692,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,292,12.58,6002,3676,247,191,0.11,0.06,0.06,31,S,0,0.89,0,0,0,1,8,1,0.09,0,211,211,211,832.007752,6001.795094
1383,MAP,2,50,692,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,84,9.31,1174,783,53,38,0.11,0.06,0.06,34,SE,1,0.89,0,0,0,1,8,1,0.09,0,45,45,45,227.6514353,1173.792313
1384,MAP,2,50,692,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,72,10.88,1523,785,55,41,0.15,0.09,0.08,27,NW,1,0.89,0,0,1,1,8,1,0.09,0,65,65,65,238.5300554,1522.785492
1385,MAP,2,50,692,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,117,10.06,2026,1173,80,59,0.15,0.09,0.08,30,NE,1,0.9,0,0,1,1,8,1,0.09,0,97,97,97,382.4672358,2025.830716
1386,MAP,2,50,692,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,76,9.57,1417,731,54,39,0.1,9999,9999,27,NE,0,0.89,0,0,1,1,8,2,0.09,0,0,67,67,246.9925212,1416.944737
1387,MAP,2,50,692,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,232,9.41,3436,2179,127,92,0.2,0,0.05,32,W,1,0.9,0,0,0,1,8,1,0.09,0,109,109,109,787.8212322,3436.068502
1388,MAP,2,50,614,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,64,6.1,653,392,38,25,0.29,0.02,0.08,31,NE,1,0.91,0,0,0,1,1,1,9999,0,32,32,32,197.7543419,653.4079371
1389,MAP,2,13,643,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,41,7.76,467,315,92,68,0.32,0.34,0.25,34,NW,1,0.92,0,0,0,1,1,1,0.09,0,79,79,79,117.4681543,466.8898953
1390,MAP,3,13,612,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,21,157,15.32,3771,2410,133,115,0,9999,9999,33,W,0,0.91,0,0,0,1,1,2,0.05,0,0,114,114,505.5264927,3771.433827
1391,MAP,3,13,612,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,21,215,13.44,4450,2889,46,39,0.01,0.03,0.02,33,SW,1,0.9,0,1,0,1,1,1,0.04,0,51,51,51,670.4517796,4449.718999
1392,MAP,2,13,643,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,62,11.67,1238,723,13,10,0.06,0,0.02,30,W,1,0.91,0,0,0,1,1,1,0.09,0,11,11,11,227.0797662,1238.341552
1393,MAP,2,13,643,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,134,11.04,2634,1483,26,21,0.06,0,0.02,29,SE,1,0.92,0,0,0,1,1,1,0.09,0,22,22,22,387.2968093,2634.242672
1394,MAP,2,50,790,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,29,30,4.13,279,124,10,5,0,9999,9999,24,NW,1,0.73,0,0,0,1,1,3,9999,0,0,9,9,100.9750713,279.2352752
1395,MAP,2,50,790,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,29,22,4.85,238,109,9,5,0,9999,9999,25,NW,1,0.73,0,0,0,1,1,3,9999,0,0,8,8,78.2290089,238.3619486
1396,MAP,2,50,790,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,29,41,6.01,520,249,20,13,0,9999,9999,26,S,1,0.73,0,0,0,1,1,3,9999,0,0,17,17,155.6186983,520.3051225
1397,MAP,2,50,790,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,29,22,4.83,224,108,9,5,0,9999,9999,26,NW,1,0.73,0,0,0,1,1,3,9999,0,0,8,8,84.74586854,224.1502078
1398,MAP,2,13,766,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,29,52,6.02,566,311,25,17,0,9999,9999,29,SW,1,0.73,0,0,0,1,1,3,9999,0,0,22,22,177.6364827,565.7083631
1399,MAP,2,50,790,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,29,53,6.19,678,327,27,18,0,9999,9999,26,NE,1,0.73,0,0,0,1,1,3,9999,0,0,23,23,184.74442,677.6706482
1400,MAP,2,50,790,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,29,84,6.12,1187,515,22,14,0,9999,9999,23,SW,0,0.73,0,0,1,1,1,3,9999,0,0,36,36,294.7071661,1187.469429
1401,MAP,2,13,766,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,29,30,3.86,262,116,2,1,0,9999,9999,24,SE,1,0.73,0,0,1,1,1,3,9999,0,0,8,8,95.76346902,262.4032105
1402,MAP,2,13,766,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,29,23,2.49,148,58,2,0,0,9999,9999,22,NE,1,0.73,0,0,1,1,1,3,9999,0,0,4,4,65.31660492,148.1700688
1403,MAP,2,13,766,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,29,35,6.59,409,233,10,7,0,9999,9999,30,E,1,0.73,0,0,1,1,1,3,9999,0,0,16,16,117.0220221,409.3368902
1404,MAP,2,13,766,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,29,63,5.57,705,350,29,18,0,9999,9999,26,W,0,0.73,0,0,0,1,1,3,9999,0,0,25,25,198.2869692,704.6102932
1405,MAP,2,13,766,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,29,59,5.42,652,319,26,16,0,9999,9999,26,W,0,0.73,0,0,0,1,1,3,9999,0,0,22,22,196.1049748,651.9721358
1406,MAP,2,13,643,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,19,7.79,211,147,14,10,0.19,0.07,0.08,35,E,1,0.98,0,0,0,1,1,1,9999,0,12,12,12,82.09870791,211.2844311
1407,MAP,2,13,643,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,59,6.99,774,411,14,10,0.12,0,0.03,28,E,1,0.98,0,0,0,1,1,1,0.07,0,12,12,12,168.5129961,773.6960996
1408,MAP,2,13,643,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,49,9.1,687,449,13,10,0.15,0,0.04,33,E,1,0.99,0,1,0,1,1,1,0.07,0,17,17,17,149.4750422,687.0760885
1409,MAP,2,13,643,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,24,6.53,298,156,9,6,0.19,0,0.05,28,NE,1,0.97,0,0,0,1,1,1,9999,0,7,7,7,77.21682613,297.6729483
1410,MAP,2,13,643,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,20,7.21,171,141,8,6,0.19,0,0.05,39,E,1,0.96,0,0,0,1,1,1,9999,0,7,7,7,65.24216011,171.3126141
1411,MAP,2,13,643,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,86,8.43,1081,726,26,19,0.12,0,0.03,34,SE,1,0.95,0,0,0,1,1,1,0.06,0,22,22,22,246.8924627,1081.420079
1412,MAP,2,13,643,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,62,5.99,768,369,63,41,0.14,0.22,0.15,26,W,1,0.94,0,0,0,1,1,1,0.09,0,54,54,54,167.4279924,768.2503362
1413,MAP,2,13,643,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,41,8.89,784,367,25,20,0.09,9999,9999,25,SE,1,0.93,0,0,0,1,1,2,0.06,0,0,22,22,159.0054497,783.8872217
1414,MAP,3,13,612,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,21,24,6.29,425,149,11,7,0.13,9999,9999,19,NW,1,0.93,0,0,0,1,1,2,0.06,0,0,9,9,94.30470812,424.8157968
1415,MAP,3,13,612,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,21,48,10.67,1230,514,37,30,0.13,9999,9999,23,NW,1,0.93,0,0,0,1,1,2,0.06,0,0,32,32,164.4761325,1229.603834
1416,MAP,3,13,612,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,21,144,11.77,3247,1696,228,188,0.14,0.16,0.12,28,NW,1,0.93,0,0,0,1,1,1,0.05,0,195,195,195,424.6172676,3247.461402
1417,MAP,3,13,612,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,21,74,7.9,1096,585,34,25,0.03,9999,9999,28,NW,1,0.93,0,0,0,1,1,2,0.05,0,0,29,29,216.0576667,1095.61723
1418,MAP,3,13,612,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,21,172,15.08,3481,2594,243,208,0.32,0,0.08,37,NE,1,0.9,0,0,0,1,1,1,0.04,0,208,208,208,502.8419394,3481.34344
1419,MAP,3,13,615,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,22,93,10.39,1749,965,67,53,0.03,9999,9999,29,SW,1,0.94,0,0,0,1,1,2,0.06,0,0,57,57,282.7936154,1748.605011
1420,MAP,3,13,615,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,22,68,10.16,1667,693,50,40,0.03,9999,9999,23,SW,1,0.94,0,0,0,1,1,2,0.06,0,0,43,43,286.7809901,1666.832151
1421,MAP,3,13,615,,Le Sueur,Upper Maple,Map AB UG,,3,MAP,22,78,9.95,1557,772,52,41,0.05,0.09,0.06,26,SW,1,0.93,0,0,0,1,1,1,0.06,0,44,44,44,267.3942727,1557.112904
1422,MAP,2,13,643,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,127,9.23,2357,1169,198,154,0.16,0.21,0.15,26,NW,1,0.93,0,0,0,1,1,1,0.06,0,170,170,170,397.0993385,2356.872639
1423,MAP,3,13,612,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,64,10.96,1239,703,2,2,0.01,0,0,30,SE,1,0.88,0,0,0,1,1,1,0.05,0,2,2,2,199.0071849,1238.878134
1424,MAP,3,13,612,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,63,9.16,1226,576,2,1,0.01,0,0,25,SE,1,0.88,0,0,0,1,1,1,0.06,0,1,1,1,248.0629882,1225.607614
1425,MAP,3,13,612,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,32,9.11,492,291,20,15,0.01,9999,9999,31,SE,1,0.88,0,0,0,1,1,2,0.06,0,0,17,17,116.0566647,491.9716049
1426,MAP,3,13,612,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,71,10.97,1364,784,49,39,0.29,9999,9999,30,NW,1,0.89,0,0,0,1,1,2,0.05,0,0,42,42,241.4881328,1363.626579
1427,COB,2,10,443,,Le Sueur,Upper Cobb,Cobb Upper Cobb,,1,COB,27,76,9.12,1142,697,38,30,0,9999,9999,31,SW,1,0.98,0,0,1,1,0,3,9999,0,0,49,49,280.3249292,1142.344649
1428,MAP,2,50,614,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,80,8.74,1282,698,249,177,0.16,0.53,0.31,29,SW,1,0.89,0,0,0,1,8,1,0.09,0,213,213,213,240.5602687,1281.99517
1429,MAP,2,50,614,,Le Sueur,Upper Maple,Map AB UG,,2,MAP,25,116,7.92,1405,915,327,225,0.16,0.53,0.31,33,S,1,0.89,0,0,0,1,8,1,0.09,0,279,279,279,383.6205156,1405.161229
1430,MAP,3,13,612,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,61,11.31,1122,687,88,72,0.44,0,0.11,31,NW,1,0.88,0,0,0,1,1,1,0.05,0,76,76,76,200.5549363,1121.7985
1431,MAP,3,13,510,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,40,13.11,713,522,34,29,0.29,9999,9999,36,NE,1,0.86,0,0,0,1,1,2,0.06,0,0,29,29,133.2829437,712.9706613
1432,MAP,3,13,510,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,166,15.38,4196,2550,48,41,0.08,0,0.02,31,NW,1,0.86,0,1,1,1,1,1,0.07,0,51,51,51,489.1335501,4195.872269
1433,MAP,3,13,510,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,248,14.82,5492,3675,11,9,0.01,0,0,34,SE,1,0.86,0,0,0,1,1,1,0.06,0,9,9,9,710.2867514,5491.570389
1434,MAP,3,13,510,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,102,14.2,2184,1445,4,4,0.01,0,0,33,SE,1,0.86,0,0,0,1,1,1,0.06,0,4,4,4,292.3365762,2184.477302
1435,MAP,3,13,510,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,115,17.05,2730,1954,38,33,0.08,0,0.02,36,SW,0,0.86,0,0,1,1,1,1,0.07,0,39,39,39,368.6478217,2729.994383
1436,MAP,3,13,491,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,22,10.65,380,234,18,14,0.08,9999,9999,32,NE,1,0.89,0,0,0,1,1,2,0.07,0,0,15,15,100.5733383,380.3744137
1437,MAP,3,13,491,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,45,14.15,962,639,67,57,0,9999,9999,34,E,1,0.89,0,0,0,1,1,2,9999,0,0,58,58,172.7832629,962.4305373
1438,MAP,3,13,491,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,57,14.96,1237,850,70,60,0.1,9999,9999,34,SE,1,0.87,0,0,0,1,1,2,0.07,0,0,60,60,177.3226017,1237.399973
1439,MAP,3,13,491,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,40,15.27,1023,612,50,43,0,9999,9999,31,SE,1,0.88,0,0,0,1,1,2,0.07,0,0,43,43,165.1756337,1022.537467
1440,MAP,3,13,491,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,38,13.71,887,516,42,36,0.1,9999,9999,30,S,1,0.87,0,0,0,1,1,2,0.07,0,0,36,36,128.3298928,886.9533982
1441,MAP,3,13,491,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,208,17.59,5750,3661,535,475,0.26,0.12,0.13,32,SE,1,0.79,0,0,0,1,0,1,0.07,0,458,458,458,622.8549943,5750.240681
1442,MAP,3,13,491,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,324,16.88,8015,5466,576,507,0.06,0.15,0.09,34,E,1,0.76,0,0,0,1,0,1,0.07,0,492,492,492,829.9451566,8015.056347
1443,MAP,3,13,491,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,99,10.88,1934,1075,64,52,0.1,9999,9999,29,S,1,0.87,0,1,0,1,1,2,0.07,0,0,75,75,292.3745376,1934.014318
1444,MAP,3,13,491,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,85,16.61,2123,1405,123,108,0.08,9999,9999,33,SW,1,0.83,0,0,0,1,0,2,0.07,0,0,105,105,262.6963808,2123.456735
1445,MAP,3,13,491,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,77,16.3,2268,1251,110,96,0.08,9999,9999,29,SW,1,0.82,0,0,0,1,0,2,0.07,0,0,94,94,280.0945058,2267.545157
1446,MAP,3,13,491,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,49,14.34,879,697,147,126,0.16,0.28,0.18,38,SW,0,0.78,0,0,0,1,0,1,0.07,0,125,125,125,166.300187,878.8822217
1447,MAP,3,13,491,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,34,6.97,470,236,33,24,0.18,0.15,0.12,27,SE,0,0.8,0,0,0,1,0,1,9999,0,28,28,28,119.4410542,469.9716685
1448,MAP,3,13,491,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,53,14.49,1120,770,108,93,0.18,0.15,0.12,34,NE,1,0.79,0,0,0,1,0,1,0.07,0,92,92,92,173.2501374,1119.833097
1449,MAP,3,13,491,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,84,14.11,1801,1183,98,84,0.07,9999,9999,33,SE,1,0.76,0,0,0,1,0,2,0.07,0,0,84,84,251.0075205,1801.35981
1450,MAP,3,13,491,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,209,13.37,4049,2792,114,97,0.02,0.08,0.05,35,SE,1,0.76,0,1,0,1,0,1,0.07,0,126,126,126,610.0589307,4048.956831
1451,MAP,3,13,447,,Le Sueur,Lower Maple,Map btwn gauges,,3,MAP,19,125,17.15,4898,2136,450,397,0.26,0.23,0.18,24,SW,1,0.71,0,0,0,1,0,1,0.08,0,384,384,384,413.9468395,4897.859885
