Type,ID,SedRed,Cost,Duck
NCMO,1060,0.651,4252.496,0
NCMO,1061,4.947,14077.229,0
NCMO,1357,116.335,44284.615,0
NCMO,1358,45.983,14370.504,0
NCMO,1359,43.684,10118.008,0
NCMO,1360,8.6,3959.221,0
NCMO,1361,16.187,5572.236,0
NCMO,1362,16.187,6745.339,0
NCMO,1363,15.176,10997.835,0
NCMO,1364,7.588,7331.89,0
NCMO,1365,11.129,18183.087,0
NCMO,1366,11.635,17449.898,0
NCMO,1367,15.634,6598.701,0
NCMO,1368,12.128,11144.473,0
NCMO,1369,0,0,0
NCMO,1370,20.143,10704.559,0
NCMO,1371,6.327,3665.945,0
NCMO,1372,15.413,12610.851,0
NCMO,1373,21.621,17009.985,0
NCMO,1374,2.11,6158.788,0
NCMO,1375,4.394,7331.89,0
NCMO,1376,10.897,13637.315,0
NCMO,1377,4.219,7918.441,0
NCMO,1378,13.915,7038.614,0
NCMO,1379,8.135,5278.961,0
NCMO,1380,14.771,7331.89,0
NCMO,1381,7.279,8504.992,0
NCMO,1382,52.875,42818.237,0
NCMO,1383,11.346,12317.575,0
NCMO,1384,11.774,10557.922,0
NCMO,1385,17.126,17156.622,0
NCMO,1386,11.56,11144.473,0
NCMO,1387,27.187,34019.969,0
NCMO,1388,11.737,9384.819,0
NCMO,1389,30.971,6012.15,0
NCMO,1390,67.278,23022.134,0
NCMO,1391,23.269,31527.127,0
NCMO,1392,4.377,9091.544,0
NCMO,1393,8.753,19649.465,0
NCMO,1394,3.366,4399.134,0
NCMO,1395,3.029,3226.032,0
NCMO,1396,6.731,6012.15,0
NCMO,1397,3.029,3226.032,0
NCMO,1398,8.712,7625.166,0
NCMO,1399,9.087,7771.803,0
NCMO,1400,7.404,12317.575,0
NCMO,1401,0.697,4399.134,0
NCMO,1402,0.697,3372.669,0
NCMO,1403,3.485,5132.323,0
NCMO,1404,10.106,9238.181,0
NCMO,1405,9.061,8651.63,0
NCMO,1406,4.713,2786.118,0
NCMO,1407,4.713,8651.63,0
NCMO,1408,4.377,7185.252,0
NCMO,1409,3.03,3519.307,0
NCMO,1410,2.694,2932.756,0
NCMO,1411,8.753,12610.851,0
NCMO,1412,21.208,9091.544,0
NCMO,1413,8.416,6012.15,0
NCMO,1414,5.565,3519.307,0
NCMO,1415,18.717,7038.614,0
NCMO,1416,115.333,21115.843,0
NCMO,1417,17.199,10851.197,0
NCMO,1418,122.921,25221.701,0
NCMO,1419,30.809,13637.315,0
NCMO,1420,22.992,9971.37,0
NCMO,1421,23.911,11437.748,0
NCMO,1422,66.654,18623,0
NCMO,1423,1.012,9384.819,0
NCMO,1424,1.012,9238.181,0
NCMO,1425,10.117,4692.41,0
NCMO,1426,24.787,10411.284,0
NCMO,1427,21.555,11144.473,0
NCMO,1428,76.903,11731.024,0
NCMO,1429,100.993,17009.985,0
NCMO,1430,44.515,8944.906,0
NCMO,1431,20.468,5865.512,0
NCMO,1432,28.896,24341.875,0
NCMO,1433,6.622,36366.174,0
NCMO,1434,2.408,14957.055,0
NCMO,1435,22.876,16863.347,0
NCMO,1436,10.94,3226.032,0
NCMO,1437,40.72,6598.701,0
NCMO,1438,42.543,8358.355,0
NCMO,1439,30.388,5865.512,0
NCMO,1440,25.526,5572.236,0
NCMO,1441,325.149,30500.662,0
NCMO,1442,350.067,47510.647,0
NCMO,1443,38.897,14517.142,0
NCMO,1444,74.754,12464.213,0
NCMO,1445,66.853,11291.111,0
NCMO,1446,89.34,7185.252,0
NCMO,1447,20.056,4985.685,0
NCMO,1448,65.638,7771.803,0
NCMO,1449,59.56,12317.575,0
NCMO,1450,69.284,30647.3,0
NCMO,1451,277.874,18329.725,0
NCMO,1452,75.335,31967.04,0
NCMO,1453,170.172,26981.355,0
NCMO,1454,58.045,16716.709,0
NCMO,1455,242.059,38125.828,0
NCMO,1456,53.723,11144.473,0
NCMO,1457,249.469,23608.686,0
NCMO,1458,11.115,16863.347,0
NCMO,1459,3.705,15983.52,0
NCMO,1460,82.128,23755.323,0
NCMO,1461,216.742,19062.914,0
NCMO,1462,46.93,8065.079,0
NCMO,1463,741.162,31820.402,0
NCMO,1464,27.897,13197.402,0
NCMO,1465,25.361,5425.599,0
NCMO,1466,377.873,23608.686,0
NCMO,1467,13.315,10851.197,0
NCMO,1468,407.037,34019.969,0
NCMO,1469,19.655,7478.528,0
NCMO,1470,613.092,20382.654,0
NCMO,1471,31.067,6598.701,0
NCMO,1472,7.576,9384.819,0
NCMO,1473,1.166,2786.118,0
NCMO,1474,1.166,3519.307,0
NCMO,1475,23.459,7185.252,0
NCMO,1476,39.943,27861.182,0
NCMO,1477,85.592,11877.662,0
NCMO,1478,77.984,7038.614,0
NCMO,1479,195.277,9678.095,0
NCMO,1480,161.674,9091.544,0
NCMO,1481,50.722,7038.614,0
NCMO,1482,2000.947,58655.12,0
NCMO,1483,10.779,6598.701,0
NCMO,1484,566.809,75665.104,0
NCMO,1485,77.35,18623,0
NCMO,1486,31.701,9091.544,0
NCMO,1487,3.171,4839.047,0
NCMO,1488,317.641,21702.394,0
NCMO,1489,74.18,7625.166,0
NCMO,1490,5.073,2199.567,0
NCMO,1491,173.72,23168.772,0
NCMO,1492,13.315,6452.063,0
NCMO,1493,18.387,7918.441,0
NCMO,1494,556.664,31820.402,0
NCMO,1495,6.975,2052.929,0
NCMO,1496,14.583,3665.945,0
NCMO,1497,46.917,14663.78,0
NCMO,1498,121.731,10264.646,0
NCMO,1499,88.128,56015.639,0
NCMO,1500,0,0,0
NCMO,1501,39.481,4839.047,0
NCMO,1502,23.948,7918.441,0
NCMO,1503,45.953,18623,0
NCMO,1504,114.559,13783.953,0
NCMO,1505,15.534,7331.89,0
NCMO,1506,56.309,6598.701,0
NCMO,1507,64.67,13197.402,0
NCMO,1508,73.546,9971.37,0
NCMO,1509,66.664,8211.717,0
NCMO,1510,108.734,8798.268,0
NCMO,1511,2.537,6452.063,0
NCMO,1512,1.902,11877.662,0
NCMO,1513,50.088,35193.072,0
NCMO,1514,39.943,13344.04,0
NCMO,1515,6.341,3665.945,0
NCMO,1516,1296.558,60268.135,0
NCMO,1517,81.154,10557.922,0
NCMO,1518,8.877,3665.945,0
NCMO,1519,4.439,6158.788,0
NCMO,1520,549.649,40618.67,0
NCMO,1521,22.874,8065.079,0
NCMO,1522,68.622,11584.386,0
NCMO,1523,69.968,17889.811,0
NCMO,1524,16.007,4545.772,0
NCMO,1525,26.921,5718.874,0
NCMO,1526,28.678,6745.339,0
NCMO,1527,8.67,3372.669,0
NCMO,1528,156.061,7478.528,0
NCMO,1529,77.364,8211.717,0
NCMO,1530,539.783,22435.583,0
NCMO,1531,252.098,9238.181,0
NCMO,1532,37.348,4692.41,0
NCMO,1533,0,0,0
NCMO,1534,24.01,3665.945,0
NCMO,1535,19.341,6305.425,0
NCMO,1536,135.386,12317.575,0
NCMO,1537,24.01,7038.614,0
NCMO,1538,48.542,16863.347,0
NCMO,1539,10.356,5132.323,0
NCMO,1540,0,0,0
NCMO,1541,25.344,7918.441,0
NCMO,1542,421.497,23755.323,0
NCMO,1543,220.085,8651.63,0
NCMO,1544,228.089,18476.363,0
NCMO,1545,32.68,9238.181,0
NCMO,1546,1255.819,39738.843,0
NCMO,1547,8.004,5278.961,0
NCMO,1548,344.8,23168.772,0
NCMO,1549,0,0,0
NCMO,1550,8.67,4839.047,0
NCMO,1551,142.005,12904.126,0
NCMO,1552,170.883,25221.701,0
NCMO,1553,0.678,3959.221,0
NCMO,1554,15.474,2786.118,0
NCMO,1555,10.092,5278.961,0
NCMO,1556,45.076,8358.355,0
NCMO,1557,156.082,24195.237,0
NCMO,1558,1504.89,45311.08,0
NCMO,1559,2291.437,70092.868,0
NCMO,1560,2.692,5572.236,0
NCMO,1561,29.602,6452.063,0
NCMO,1562,7.401,4545.772,0
NCMO,1563,3133.738,75811.742,0
NCMO,1564,76.532,10997.835,0
NCMO,1565,54.182,14077.229,0
NCMO,1566,76.532,26394.804,0
NCMO,1567,1.346,4399.134,0
NCMO,1568,0,0,0
NCMO,1569,9.739,4985.685,0
NCMO,1570,31.303,7625.166,0
NCMO,1571,0,0,0
NCMO,1572,31.954,13930.591,0
NCMO,1573,109.754,26248.166,0
NCMO,1574,207.698,11291.111,0
NCMO,1575,269.883,39152.292,0
NCMO,1576,9.664,5572.236,0
NCMO,1577,0,0,0
NCMO,1578,22.088,10997.835,0
NCMO,1579,192.576,15396.969,0
NCMO,1580,374.108,33286.78,0
NCMO,1581,6.903,3959.221,0
NCMO,1582,189.815,10557.922,0
NCMO,1583,93.873,7918.441,0
NCMO,1584,0,0,0
NCMO,1585,6.144,4399.134,0
NCMO,1586,87.372,16570.071,0
NCMO,1587,0.683,4252.496,0
NCMO,1588,4.779,5572.236,0
NCMO,1589,2.048,2786.118,0
NCMO,1590,0.683,2346.205,0
NCMO,1591,32.082,4692.41,0
NCMO,1592,752.896,48977.025,0
NCMO,1593,6.055,6012.15,0
NCMO,1594,12.97,7478.528,0
NCMO,1595,88.737,14077.229,0
NCMO,1596,202.503,23608.686,0
NCMO,1597,178.156,12904.126,0
NCMO,1598,0,1906.291,0
NCMO,1599,0,3519.307,0
NCMO,1600,17.065,2786.118,0
NCMO,1601,1281.22,47070.733,0
NCMO,1602,1792.479,62467.702,0
NCMO,1603,7.509,3079.394,0
NCMO,1604,0,0,0
NCMO,1605,129.218,11144.473,0
NCMO,1606,387.653,16423.433,0
NCMO,1607,79.016,26688.079,0
NCMO,1608,34.296,13490.677,0
NCMO,1609,3.848,8504.992,0
NCMO,1610,1.013,2932.756,0
NCMO,1611,26.325,28007.82,0
NCMO,1612,2.633,6598.701,0
NCMO,1613,6.075,8944.906,0
NCMO,1614,6.48,8504.992,0
NCMO,1615,17.415,19062.914,0
NCMO,1616,1.386,5278.961,0
NCMO,1617,9.72,10118.008,0
NCMO,1618,1.078,2639.48,0
NCMO,1619,1.694,7625.166,0
NCMO,1620,15.702,27714.544,0
NCMO,1621,0,0,0
NCMO,1622,13.568,12317.575,0
NCMO,1623,15.39,15543.607,0
NCMO,1624,1.62,2932.756,0
NCMO,1625,3.038,5865.512,0
NCMO,1626,6.885,14223.866,0
NCMO,1627,6.278,8504.992,0
NCMO,1628,13.45,6452.063,0
NCMO,1629,6.389,2786.118,0
NCMO,1630,1.682,2639.48,0
NCMO,1631,1.682,2052.929,0
NCMO,1632,3.363,4985.685,0
NCMO,1633,2.354,4399.134,0
NCMO,1634,16.14,19649.465,0
NCMO,1635,5.044,7038.614,0
NCMO,1636,2.354,3372.669,0
NCMO,1637,3.027,5718.874,0
NCMO,1638,6.389,8358.355,0
NCMO,1639,1.345,2786.118,0
NCMO,1640,12.441,15103.693,0
NCMO,1641,2.69,3812.583,0
NCMO,1642,39.34,45164.442,0
NCMO,1643,1.987,10557.922,0
NCMO,1644,22.072,5572.236,0
NCMO,1645,129.368,28007.82,0
NCMO,1646,65.744,15836.882,0
NCMO,1647,45.164,19649.465,0
NCMO,1648,6.597,4545.772,0
NCMO,1649,15.224,7185.252,0
NCMO,1650,66.984,20675.93,0
NCMO,1651,20.299,6305.425,0
NCMO,1652,112.731,39592.206,0
NCMO,1653,27.817,7185.252,0
NCMO,1654,96.627,21555.756,0
NCMO,1655,0,0,0
NCMO,1656,17.081,5278.961,0
NCMO,1657,66.911,27861.182,0
NCMO,1658,72.627,13197.402,0
NCMO,1659,45.392,20236.016,0
NCMO,1660,21.183,16863.347,0
NCMO,1661,5.716,11584.386,0
NCMO,1662,28.244,11584.386,0
NCMO,1663,7.398,10118.008,0
NCMO,1664,0.673,4105.858,0
NCMO,1665,2.018,4252.496,0
NCMO,1666,4.372,9238.181,0
NCMO,1667,17.148,25808.253,0
NCMO,1668,0.673,3665.945,0
NCMO,1669,3.027,4692.41,0
NCMO,1670,1.345,2492.843,0
NCMO,1671,3.027,6158.788,0
NCMO,1672,1.345,2492.843,0
NCMO,1673,1.345,2199.567,0
NCMO,1674,20.847,11291.111,0
NCMO,1675,1.345,2786.118,0
NCMO,1676,2.69,4105.858,0
NCMO,1677,9.751,9824.733,0
NCMO,1678,7.398,4545.772,0
NCMO,1679,15.131,7625.166,0
NCMO,1680,3.027,3519.307,0
NCMO,1681,1.682,2639.48,0
NCMO,1682,7.061,4985.685,0
NCMO,1683,7.734,7478.528,0
NCMO,1684,9.415,6012.15,0
NCMO,1685,2.018,3372.669,0
NCMO,1686,15.804,6452.063,0
NCMO,1687,2.354,4399.134,0
NCMO,1688,36.314,19796.103,0
NCMO,1689,43.375,18769.638,0
NCMO,1690,2.69,4105.858,0
NCMO,1691,1.682,3519.307,0
NCMO,1692,8.743,6598.701,0
NCMO,1693,2.354,4399.134,0
NCMO,1694,3.363,5132.323,0
NCMO,1695,11.096,13637.315,0
NCMO,1696,2.354,6598.701,0
NCMO,1697,3.027,4985.685,0
NCMO,1698,16.812,8065.079,0
NCMO,1699,9.751,5425.599,0
NCMO,1700,2.018,3519.307,0
NCMO,1701,1.345,3226.032,0
NCMO,1702,1.345,2786.118,0
NCMO,1703,7.061,4105.858,0
NCMO,1704,1.682,3519.307,0
NCMO,1705,2.018,4105.858,0
NCMO,1706,1.345,2052.929,0
NCMO,1707,1.682,2346.205,0
NCMO,1708,9.079,4545.772,0
NCMO,1709,11.769,6452.063,0
NCMO,1710,1.682,2786.118,0
NCMO,1711,2.018,3519.307,0
NCMO,1712,2.125,9971.37,0
NCMO,1713,0.416,3079.394,0
NCMO,1714,1.525,8504.992,0
NCMO,1715,0.647,4399.134,0
NCMO,1716,4.708,6891.977,0
NCMO,1717,1.682,2052.929,0
NCMO,1718,21.183,10118.008,0
NCMO,1719,1.682,3079.394,0
NCMO,1720,0.186,3226.032,0
NCMO,1721,0.266,3812.583,0
NCMO,1722,0.186,3372.669,0
NCMO,1723,0.24,3519.307,0
NCMO,1724,0.107,2052.929,0
NCMO,1725,0.319,4399.134,0
NCMO,1726,0.372,5132.323,0
NCMO,1727,0.601,3812.583,0
NCMO,1728,0.324,2639.48,0
NCMO,1729,0.789,6012.15,0
NCMO,1730,1.063,6598.701,0
NCMO,1731,0.186,2346.205,0
NCMO,1732,0.832,5278.961,0
NCMO,1733,0.16,3372.669,0
NCMO,1734,1.329,15983.52,0
NCMO,1735,0.693,4545.772,0
NCMO,1736,0.878,5132.323,0
NCMO,1737,2.033,10557.922,0
NCMO,1738,0.231,3665.945,0
NCMO,1739,0.278,3519.307,0
NCMO,1740,0.509,3519.307,0
NCMO,1741,0.924,6158.788,0
NCMO,1742,0.278,2639.48,0
NCMO,1743,1.155,7625.166,0
NCMO,1744,0.37,3519.307,0
NCMO,1745,1.214,4692.41,0
NCMO,1746,0.557,4545.772,0
NCMO,1747,11.432,5132.323,0
NCMO,1748,8.406,3519.307,0
NCMO,1749,4.372,2346.205,0
NCMO,1750,2.354,3959.221,0
NCMO,1751,1.345,2199.567,0
NCMO,1752,56.152,24341.875,0
NCMO,1753,13.114,6452.063,0
NCMO,1754,12.105,4839.047,0
NCMO,1755,33.288,16276.796,0
NCMO,1756,2.018,2346.205,0
NCMO,1757,46.401,21849.032,0
NCMO,1758,2.69,4105.858,0
NCMO,1759,47.073,15836.882,0
NCMO,1760,36.986,14957.055,0
NCMO,1761,22.528,8798.268,0
NCMO,1762,0.271,4105.858,0
NCMO,1763,0.211,3226.032,0
NCMO,1764,0.121,2492.843,0
NCMO,1765,17.821,8211.717,0
NCMO,1766,0.36,2786.118,0
NCMO,1767,0.514,3959.221,0
NCMO,1768,0.821,5718.874,0
NCMO,1769,1.18,6305.425,0
NCMO,1770,0.257,2346.205,0
NCMO,1771,0.308,3079.394,0
NCMO,1772,0.77,4545.772,0
NCMO,1773,1.334,7771.803,0
NCMO,1774,0.719,4985.685,0
NCMO,1775,0.196,2639.48,0
NCMO,1776,1.745,8504.992,0
NCMO,1777,1.437,7038.614,0
NCMO,1778,0.196,2786.118,0
NCMO,1779,0.052,3812.583,0
NCMO,1780,0.052,3079.394,0
NCMO,1781,0,1173.102,0
NCMO,1782,0.154,586.551,0
NCMO,1783,0.514,4545.772,0
NCMO,1784,0.36,3665.945,0
NCMO,1785,1.95,7331.89,0
NCMO,1786,0.667,4692.41,0
NCMO,1787,0.565,4105.858,0
NCMO,1788,0.719,4839.047,0
NCMO,1789,1.591,8944.906,0
NCMO,1790,1.386,5865.512,0
NCMO,1791,0.565,4105.858,0
NCMO,1792,3.522,13490.677,0
NCMO,1793,0.769,3812.583,0
NCMO,1794,0.513,4692.41,0
NCMO,1795,0.487,3959.221,0
NCMO,1796,1.114,6891.977,0
NCMO,1797,0.696,3372.669,0
NCMO,1798,1.392,5572.236,0
NCMO,1799,0.905,4105.858,0
NCMO,1800,3.201,8798.268,0
NCMO,1801,0.348,2346.205,0
NCMO,1802,1.038,7771.803,0
NCMO,1803,5.794,17009.985,0
NCMO,1804,5.967,12904.126,0
NCMO,1805,0.348,2052.929,0
NCMO,1806,3.805,8651.63,0
NCMO,1807,0.606,3372.669,0
NCMO,1808,0,0,0
NCMO,1809,0.904,4399.134,0
NCMO,1810,0.693,4399.134,0
NCMO,1811,0.385,2346.205,0
NCMO,1812,0.693,3959.221,0
NCMO,1813,0.502,4399.134,0
NCMO,1814,0.923,3519.307,0
NCMO,1815,1,4985.685,0
NCMO,1816,2.231,6745.339,0
NCMO,1817,2.154,7771.803,0
NCMO,1818,1.187,5132.323,0
NCMO,1819,1.539,5132.323,0
NCMO,1820,0,3519.307,0
NCMO,1821,1.734,6452.063,0
NCMO,1822,5.549,9971.37,0
NCMO,1823,3.006,7331.89,0
NCMO,1824,1.366,6012.15,0
NCMO,1825,4.779,11877.662,0
NCMO,1826,0.688,2639.48,0
NCMO,1827,0,0,0
NCMO,1828,0.463,5278.961,0
NCMO,1829,1.203,5425.599,0
NCMO,1830,3.122,9678.095,0
NCMO,1831,1.114,3519.307,0
NCMO,1832,17.699,33726.694,0
NCMO,1833,1.203,5278.961,0
NCMO,1834,0.925,4105.858,0
NCMO,1835,0.463,1906.291,0
NCMO,1836,0.503,2052.929,0
NCMO,1837,0.516,2639.48,0
NCMO,1838,0.816,4692.41,0
NCMO,1839,0.688,2639.48,0
NCMO,1840,0.344,2199.567,0
NCMO,1841,3.584,8944.906,0
NCMO,1842,8.555,18183.087,0
NCMO,1843,3.67,7625.166,0
NCMO,1844,6.666,13050.764,0
NCMO,1845,6.235,11144.473,0
NCMO,1846,0.317,2932.756,0
NCMO,1847,0.881,4692.41,0
NCMO,1848,6.186,17889.811,0
NCMO,1849,1.805,8358.355,0
