Site_ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,area_m2,DA_9_SA_m2,LAND_COVER,FrmlndCls,DrainClass,HydrcRatng,Hydri,PondFCls,Slope,SurfText,Tfactor,compname,KfactorRF,KfactorWS,mean_slope,mean_D_m,total_V_m3,mean_V_m3,MUSYM,CropProdIn,NEAR_FID,NEAR_DIST,NEAR_FC,CPI_depth
80,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,6502.918945,58526.27051,Hay/Pasture,Not prime farmland,Poorly drained,All Hydric,1,None,2,loamy fine sand,5,Beaches,0.17,0.17,0.00001,2.1707776,14242.47168,14106.5332,1032,72,6223,0,GBER_CONUS_wet_poly,33.1678391
81,LES,3,5,10,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,19851.81836,178666.3652,Cultivated Crops,Farmland of statewide importance,Very poorly drained,All Hydric,1,Frequent,1,muck,3.25,Caron,0.14,0.14,1.7081561,0.8052434,16110.50488,15974.84082,287,85,7702,0,GBER_CONUS_wet_poly,105.5581512
82,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,39482.99219,355346.9297,Hay/Pasture,All areas are prime farmland,Moderately well drained,Not Hydric,0,None,10.61,loam,4.4,Terril,0.213,0.213,0.2293933,2.1067951,83106.74219,83124.22656,238C,68,6223,0,GBER_CONUS_wet_poly,32.2765121
83,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,4244.100586,38196.90527,Cultivated Crops,Farmland of statewide importance,Well drained,Not Hydric,0,None,6.5,loam,5,Lester,0.26,0.26,1.0705541,1.0406893,4299.087402,4413.682617,106C,88,10453,252.1226308,GBER_CONUS_wet_poly,84.5593338
84,LES,3,5,25,29,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,22731.85938,204586.7344,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,0,None,1.3,clay loam,5,Le Sueur,0.272,0.272,0.2162687,0.6673033,15026.33398,15158.59082,414,89,7316,358.0440134,GBER_CONUS_wet_poly,133.3726501
85,LES,3,5,25,29,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,23299.79492,209698.1543,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,0,None,2,clay loam,5,Le Sueur,0.26,0.26,0.139121,1.0760478,25363.52148,25054.41602,110,91,2116,253.6034912,GBER_CONUS_wet_poly,84.5687332
87,LES,3,5,11,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,4507.137695,40564.23926,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.333333333,clay loam,5,Cordova,0.2666667,0.2666667,0.2888333,0.4007358,1785.277954,1804.937744,239,90,7053,786.0856882,GBER_CONUS_wet_poly,224.5868988
88,LES,3,5,2,10,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,21701.37109,195312.3398,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.666666667,silty clay loam,4,Canisteo,0.18,0.18,0.0723101,0.6422895,14098.89648,13929.06348,539,86,5579,475.1582568,GBER_CONUS_wet_poly,133.8960114
89,LES,3,5,11,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,4399.941406,39599.47266,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,clay loam,5,Cordova,0.28,0.28,0.1064031,0.2670352,1168.012085,1174.135498,114,86,7053,338.8224324,GBER_CONUS_wet_poly,322.0548706
90,LES,3,5,11,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,4226.621094,38039.58984,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,clay loam,5,Cordova,0.28,0.28,0.711713,0.37219,1627.959229,1572.030884,109,86,7053,200.2595942,GBER_CONUS_wet_poly,231.0647583
91,LES,3,5,11,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,3359.467041,30235.20337,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Cordova,0.28,0.28,0.4436139,0.3213296,1041.10791,1078.757813,109,82,7053,303.6225279,GBER_CONUS_wet_poly,255.1897125
92,LES,3,5,11,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,8143.094727,73287.85254,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,3.5,Marna,0.15,0.15,0.455851,0.4239516,3434.007568,3449.919434,539,84,7053,0,GBER_CONUS_wet_poly,198.1358337
93,LES,3,5,11,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,3201.585449,28814.26904,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,3.5,Marna,0.15,0.15,0.4296017,0.1447503,433.8167114,463.1139221,539,84,7053,40.73332473,GBER_CONUS_wet_poly,580.3096313
94,LES,3,5,11,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,6400.583984,57605.25586,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.5,silty clay loam,5,Marna,0.26,0.26,0.6533635,0.3919367,2634.98999,2506.908691,239,92,7053,171.521229,GBER_CONUS_wet_poly,234.7318115
95,LES,3,5,11,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,27913.71484,251223.4336,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.1,clay loam,5,Cordova,0.29,0.29,0.4836147,0.2540354,7099.018555,7086.237305,239,87,7053,264.999225,GBER_CONUS_wet_poly,342.4719849
96,LES,2,3,8,16,Le Sueur,Upper Le Sueur,LS btwn gauges,AB,2,LO,9,6562.024902,59058.22412,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,1.55,clay loam,5,Derrynane,0.28,0.28,0.4160339,0.3330137,2238.851074,2183.668945,L48A,86,3074,374.8814105,GBER_CONUS_wet_poly,258.2476501
97,LES,2,3,8,16,Le Sueur,Upper Le Sueur,LS btwn gauges,AB,2,LO,9,4654.462402,41890.16162,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.5,silty clay loam,5,Mazaska,0.26,0.26,0.8428453,0.3316684,1585.043457,1542.627686,L91A,84,1801,231.6204009,GBER_CONUS_wet_poly,253.2649841
98,LES,2,3,16,19,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,59113.96875,532025.7188,Hay/Pasture,Farmland of statewide importance,Moderately well drained,Partially Hydric,0.5,None,4.171428571,loam,5,Lester,0.2742857,0.2742857,0.2452661,1.0981953,64847.33594,64871.89844,L41C2,86,4495,112.802836,GBER_CONUS_wet_poly,78.3102951
99,LES,2,3,8,16,Le Sueur,Upper Le Sueur,LS btwn gauges,AB,2,LO,9,546472.4375,4918251.938,Hay/Pasture,Not prime farmland,Very poorly drained,All Hydric,1,Frequent,5.561764706,muck,4.647058824,Houghton,0.2494118,0.2494118,0.5234119,1.3394145,729395.625,731427.625,L41C2,76,1801,0,GBER_CONUS_wet_poly,56.7412109
100,LES,2,3,17,19,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,30350.32227,273152.9004,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,1.3,clay loam,5,Derrynane,0.3,0.3,0.132523,0.7277339,22045.9707,22070.95313,L124A,90,3678,184.4991563,GBER_CONUS_wet_poly,123.6715775
101,LES,2,3,17,19,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,10495.77344,94461.96094,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,1.3,clay loam,5,Derrynane,0.28,0.28,0.1433329,0.6729392,6922.525879,7057.917969,L48A,89,6957,212.0095256,GBER_CONUS_wet_poly,132.2556305
102,LES,2,3,17,19,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,76695.78125,690262.0313,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,1.642857143,clay loam,4.571428571,Derrynane,0.2428571,0.2428571,0.5260222,0.7841392,60403.02344,60096.65625,L129B,89,7477,181.7462467,GBER_CONUS_wet_poly,113.5002594
103,LES,2,3,6,17,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,27974.08008,251766.7207,Cultivated Crops,All areas are prime farmland,Well drained,Partially Hydric,0.5,None,5.05,clay loam,4.357142857,Angus,0.2164286,0.2164286,0.4507705,0.7226554,20662.88281,20201.01758,L84A,58,6957,0,GBER_CONUS_wet_poly,80.2595596
104,LES,3,2,50,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,3721.397461,33492.57715,Herbaceuous,Not prime farmland,,Unknown Hydric,0.5,None,0.833333333,,3.333333333,Water,0.15,0.15,2.8389926,1.8658818,7103.412109,6938.823242,W,51,6223,0,GBER_CONUS_wet_poly,27.332922
105,LES,3,2,9,30,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,12039.62598,108356.6338,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,0,None,2.833333333,silty clay loam,5,Shorewood,0.28,0.28,0.2650725,0.4833904,5794.883789,5815.80127,238B,87,6223,258.7775463,GBER_CONUS_wet_poly,179.9787598
106,LES,3,2,30,34,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,5084.060547,45756.54492,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,clay loam,5,Cordova,0.28,0.28,1.9305426,0.725012,4110.817871,3683.45044,114,86,13058,170.0797867,GBER_CONUS_wet_poly,118.6187286
107,LES,3,2,30,34,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,13161.64844,118454.8359,Hay/Pasture,Not prime farmland,Poorly drained,All Hydric,1,None,1.333333333,loamy fine sand,3.333333333,Beaches,0.1366667,0.1366667,0.0101731,2.1550374,27929.2832,28344.12109,W,36,4516,0,GBER_CONUS_wet_poly,16.7050457
108,LES,3,5,13,28,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,3789.171143,34102.54028,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.833333333,clay loam,5,Cordova,0.28,0.28,0.00001,0.5587131,2081.764893,2115.651611,109,85,7702,272.2572072,GBER_CONUS_wet_poly,152.1353302
109,LES,3,5,13,28,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,10755.51563,96799.64063,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1.25,silty clay loam,5,Glencoe,0.26,0.26,0.5810791,0.6148461,6623.736816,6608.568848,239,92,8534,199.9766438,GBER_CONUS_wet_poly,149.6309357
110,LES,3,5,10,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,3639.631592,32756.68433,Cultivated Crops,Farmland of statewide importance,Very poorly drained,All Hydric,1,Frequent,1.875,muck,4,Caron,0.215,0.215,1.3490171,0.3550265,1437.857544,1291.302246,524,86,1761,0,GBER_CONUS_wet_poly,242.2354126
111,LES,3,5,13,28,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,5411.321777,48701.896,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,clay loam,5,Cordova,0.28,0.28,0.0757573,0.3163423,1691.166138,1710.685547,109,86,9992,285.9393359,GBER_CONUS_wet_poly,271.8573914
112,LES,3,5,13,28,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,4537.811523,40840.30371,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Cordova,0.28,0.28,0.291472,0.2198012,1014.822449,996.7490845,109,87,7702,394.0601884,GBER_CONUS_wet_poly,395.8121338
113,LES,3,5,13,28,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,4845.280762,43607.52686,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.5,clay loam,5,Cordova,0.26,0.26,0.1437704,0.3279042,1567.054199,1587.723145,109,92,3805,237.0968325,GBER_CONUS_wet_poly,280.5697632
114,LES,3,5,10,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,160769,1446921,Emergent Herbaceuous Wetlands,Farmland of statewide importance,Very poorly drained,All Hydric,1,Frequent,2.078947368,muck,4.631578947,Caron,0.2423684,0.2423684,0.8429074,0.7916368,126898.5859,127185.7969,239,88,7702,0,GBER_CONUS_wet_poly,111.1620865
116,LES,2,3,5,7,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,3151.269043,28361.42139,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1.1,clay loam,5,Harps,0.28,0.28,0.9254884,0.4532507,1431.81897,1427.25647,L36A,92,3707,245.0349919,GBER_CONUS_wet_poly,202.9781799
117,LES,2,3,5,7,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,15757.90723,141821.165,Hay/Pasture,Not prime farmland,Well drained,Partially Hydric,0.5,None,5.366666667,loam,3.666666667,Storden,0.1933333,0.1933333,0.2487293,0.4765865,7489.07959,7504.415039,L36A,56,219,151.209365,GBER_CONUS_wet_poly,117.5022888
118,LES,2,3,5,7,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,14489.29102,130403.6191,Herbaceuous,Farmland of statewide importance,Well drained,Partially Hydric,0.5,None,5.633333333,loam,4.333333333,Lester,0.2366667,0.2366667,5.8167243,1.1177937,16478.51563,16184.00879,L80D2,70,219,0,GBER_CONUS_wet_poly,62.6233635
119,LES,2,3,14,7,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,97323.83594,875914.5234,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,7,loam,4.428571429,Hamel,0.2371429,0.2371429,0.4313793,2.2185848,216005.8438,215762.125,L41E,75,5239,0,GBER_CONUS_wet_poly,33.805336
120,LES,2,3,14,7,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,164850.8594,1483657.734,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,7.177777778,clay loam,4.777777778,Harps,0.2466667,0.2466667,0.1727295,1.7484193,287775.8125,288015.5625,L80C2,75,3707,124.4356017,GBER_CONUS_wet_poly,42.8958893
121,LES,2,3,17,19,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,25650.58398,230855.2559,Hay/Pasture,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,4.52,clay loam,5,Derrynane,0.28,0.28,0.1922638,1.758442,44724.21484,45072.21875,L91A,82,3993,0,GBER_CONUS_wet_poly,46.6321869
122,LES,2,3,14,7,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,116208.3672,1045875.305,Cultivated Crops,Farmland of statewide importance,Moderately well drained,Partially Hydric,0.5,None,4.3,loam,4.555555556,Lester,0.2333333,0.2333333,0.143889,1.784299,205808.1875,207198.8906,L127A,67,269,0,GBER_CONUS_wet_poly,37.5497589
123,LES,2,3,17,19,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,53660.64844,482945.8359,Cultivated Crops,Farmland of statewide importance,Well drained,Partially Hydric,0.5,None,7.723076923,loam,4.384615385,Reedslake,0.2369231,0.2369231,0.5822632,2.2675326,120303.9453,121588.7656,L93A,66,1640,0,GBER_CONUS_wet_poly,29.1065273
124,LES,3,2,30,34,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,14395.87598,129562.8838,Hay/Pasture,Not prime farmland,Poorly drained,All Hydric,1,None,2.166666667,loamy fine sand,4,Beaches,0.1566667,0.1566667,0.738051,1.9971473,28147.79492,28730.66797,539,77,2716,0,GBER_CONUS_wet_poly,38.5549927
125,LES,2,3,15,16,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,18486.95313,166382.5781,Cultivated Crops,Not prime farmland,Very poorly drained,All Hydric,1,Frequent,4.328571429,muck,4.142857143,Houghton,0.2,0.2,0.0111201,1.0960101,19974.7832,20247.34375,L14A,69,279,0,GBER_CONUS_wet_poly,62.9556236
126,LES,2,3,16,19,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,40958.94922,368630.543,Cultivated Crops,Not prime farmland,Very poorly drained,All Hydric,1,Frequent,4.03,muck,3.7,Houghton,0.176,0.176,0.1151465,1.3656878,55974.08203,55896.89453,L50A,64,958,0,GBER_CONUS_wet_poly,46.8628311
127,LES,2,3,16,19,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,8367.573242,75308.15918,Cultivated Crops,All areas are prime farmland,Moderately well drained,Partially Hydric,0.5,None,3.375,loam,4.5,Terril,0.205,0.205,0.00001,1.6578903,14100.35645,13862.55469,L91A,83,3854,17.50650437,GBER_CONUS_wet_poly,50.0636253
128,LES,2,3,15,16,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,18462.34961,166161.1465,Cultivated Crops,Farmland of statewide importance,Very poorly drained,All Hydric,1,Frequent,0.733333333,muck,4,Klossner,0.1933333,0.1933333,0.2700203,0.7383442,13695.54688,13621.85645,L91A,81,11134,121.2902193,GBER_CONUS_wet_poly,109.7049332
129,LES,2,3,8,16,Le Sueur,Upper Le Sueur,LS btwn gauges,AB,2,LO,9,42975.10547,386775.9492,Cultivated Crops,Farmland of statewide importance,Very poorly drained,All Hydric,1,Frequent,5.45,muck,4.75,Klossner,0.2475,0.2475,0.2826804,1.1409249,48517.83594,48996.36328,L41C2,80,9731,0,GBER_CONUS_wet_poly,70.1185455
130,LES,2,3,15,16,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,6491.562012,58424.05811,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1.3,clay loam,5,Harps,0.28,0.28,0.1014707,0.488887,3167.987549,3171.372559,L84A,89,11134,195.913649,GBER_CONUS_wet_poly,182.0461731
131,LES,2,3,15,16,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,14501.16113,130510.4502,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,1.25,clay loam,4,Derrynane,0.15,0.15,0.3712,0.6794584,9851.46875,9845.94043,L14A,83,5745,294.3623754,GBER_CONUS_wet_poly,122.1561127
132,LES,2,3,15,16,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,3948.141602,35533.27441,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.75,silty clay loam,5,Mazaska,0.29,0.29,2.3536699,0.500931,1947.619751,1976.342896,L91A,86,9498,192.9508655,GBER_CONUS_wet_poly,171.6803436
133,LES,2,3,15,16,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,12260.76758,110346.9082,Cultivated Crops,Farmland of statewide importance,Moderately well drained,Partially Hydric,0.5,None,3.566666667,loam,5,Lester,0.2933333,0.2933333,0.4165439,0.385803,4718.756348,4726.881348,L41C2,86,9498,175.0639628,GBER_CONUS_wet_poly,222.9116974
134,LES,2,3,15,16,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,16954.33008,152588.9707,Cultivated Crops,Not prime farmland,Very poorly drained,All Hydric,1,Frequent,5.488888889,muck,3.666666667,Houghton,0.1933333,0.1933333,1.5004473,0.5559378,9726.6875,9418.836914,L41C2,58,923,0,GBER_CONUS_wet_poly,104.3282242
135,LES,2,3,15,16,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,6627.274902,59645.47412,Cultivated Crops,All areas are prime farmland,Well drained,Partially Hydric,0.5,None,2.2,clay loam,5,Angus,0.28,0.28,0.3572179,0.5757194,3870.561279,3812.741943,L128A,80,5863,94.37678117,GBER_CONUS_wet_poly,138.9565887
136,LES,2,3,15,16,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,9537.419922,85836.7793,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,1.25,clay loam,3.5,Derrynane,0.15,0.15,0.2877805,0.4755938,4507.202148,4532.706543,L13A,84,2706,163.7657302,GBER_CONUS_wet_poly,176.6213074
137,LES,2,3,15,16,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,5776.95459,51992.59131,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.55,clay loam,3,Harps,0.15,0.15,2.931941,0.2300304,1304.272461,1327.931763,L84A,46,5863,0,GBER_CONUS_wet_poly,199.9735565
138,LES,2,3,15,16,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,9284.648438,83561.83594,Cultivated Crops,All areas are prime farmland,Well drained,Partially Hydric,0.5,None,2.516666667,clay loam,4.5,Angus,0.2366667,0.2366667,1.6543572,0.7253397,6874.044434,6729.719727,L48A,84,7160,29.72972201,GBER_CONUS_wet_poly,115.8078079
139,LES,2,3,15,16,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,116767.3438,1050906.094,Hay/Pasture,All areas are prime farmland,Well drained,Partially Hydric,0.5,None,5.890909091,clay loam,4.8,Angus,0.2563636,0.2563636,1.3200296,0.9660884,111354.2422,112727.125,L41E,73,341,0,GBER_CONUS_wet_poly,75.5624466
140,LES,2,1,23,14,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,96522.77344,868704.9609,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,11.01666667,clay loam,3.666666667,Derrynane,0.1933333,0.1933333,0.2228912,1.3941429,134155.5938,134467.0625,L110E,46,2570,0,GBER_CONUS_wet_poly,32.995182
141,LES,2,1,23,14,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,29586.57813,266279.2031,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,7.4,clay loam,5,Derrynane,0.2666667,0.2666667,0.6783613,1.4017241,41214.89453,41441.60156,L110E,51,6248,241.8314379,GBER_CONUS_wet_poly,36.3837662
142,LES,3,5,13,28,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,33583.56641,302252.0977,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,2,silty clay loam,5,Marna,0.272,0.272,0.2662461,0.8981103,29826.24609,30141.55078,109,89,6933,0,GBER_CONUS_wet_poly,99.0969543
143,LES,3,5,13,28,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,3549.747803,31947.73022,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silty clay loam,5,Marna,0.28,0.28,0.1566458,0.3873292,1349.067627,1374.001587,109,87,6933,213.5362832,GBER_CONUS_wet_poly,224.6151276
145,LES,3,5,13,28,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,10474.2998,94268.69824,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Marna,0.28,0.28,0.8651314,0.3334951,3349.625244,3490.790283,110,86,6933,31.1573841,GBER_CONUS_wet_poly,257.8748169
146,LES,3,5,10,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,7203.463379,64831.17041,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silty clay loam,5,Marna,0.28,0.28,0.4200363,0.3378735,2435.730225,2432.223877,110,87,3805,99.52150229,GBER_CONUS_wet_poly,257.4928284
147,LES,3,5,13,28,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,3809.743652,34287.69287,Hay/Pasture,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silty clay loam,5,Marna,0.28,0.28,0.75041,0.4831091,1917.459839,1839.287598,110,86,1569,0,GBER_CONUS_wet_poly,178.0136414
148,LES,3,5,28,38,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,39130.47656,352174.2891,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.4,silty clay loam,4.4,Marna,0.228,0.228,0.2141942,0.9183459,35779.67188,35911.17969,109,87,1569,61.45591943,GBER_CONUS_wet_poly,94.7355499
149,LES,3,5,13,28,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,7725.687988,69531.19189,Hay/Pasture,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.9,silty clay loam,5,Marna,0.28,0.28,0.9385357,0.4814374,3743.656982,3716.942383,110,90,155,0,GBER_CONUS_wet_poly,186.9402008
150,LES,3,5,28,38,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,9838.188477,88543.69629,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Cordova,0.28,0.28,0.1236164,0.4797829,4780.077148,4717.020996,109,87,13,138.5038874,NCED easement_GBERB,181.3320007
151,LES,3,5,10,12,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,251122.1719,2260099.547,Emergent Herbaceuous Wetlands,Not prime farmland,Very poorly drained,All Hydric,1,Frequent,2.111111111,muck,4.6,Marsh,0.2368889,0.2368889,1.0215198,1.1165081,279541.25,280191.6875,311,87,3659,0,GBER_CONUS_wet_poly,77.9215088
152,LES,2,3,14,7,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,64369.05859,579321.5273,Hay/Pasture,Not prime farmland,Well drained,Partially Hydric,0.5,None,10.48,loam,4.6,Cokato,0.25,0.25,1.2043755,1.6326551,104870.3359,105015.3828,L110F,60,1851,0,GBER_CONUS_wet_poly,36.7499542
153,LES,2,3,14,7,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,22897.04297,206073.3867,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1.2,clay loam,3.666666667,Harps,0.1933333,0.1933333,0.6578749,0.9398255,21543.62109,21503.39648,L84A,76,5239,423.2796345,GBER_CONUS_wet_poly,80.8660736
