Site_ID,SedRed,Cost,NEAR_FID,Cluster_size,NEAR_DIST,area_m2,Sedrank,NEARrank,bcr
17198,7.347,1102.826,6287,6,0.0,5745.928223,2.0,1.0,0.006661975687914504
17197,7.457000000000002,1122.395,6287,6,162.75520659999995,5847.887207,1.0,3.0,0.006643828598666247
15441,40.777,16757.608,6291,5,440.84129360000014,35208.39453,5.0,5.0,0.002433342515232484
15442,45.747,31225.572,6291,5,0.0,39634.10156,4.0,1.0,0.001465049223117514
15452,158.382,66561.911,6291,5,178.1461784,138163.4219,3.0,3.0,0.002379468942831284
16451,213.986,111897.809,6291,5,241.9056309,187021.5781,2.0,4.0,0.0019123341369445403
15967,262.281,49241.428,6291,5,131.96618610000002,230506.0781,1.0,2.0,0.005326429607199856
12583,23.763,3834.438,6524,1,315.2674064,19978.13867,1.0,1.0,0.006197257590290937
11583,8.42,6102.047,7139,2,889.0770353,5741.870117,2.0,2.0,0.0013798648224112335
11454,40.022,16602.471,7139,2,375.7308768,34400.10156,1.0,1.0,0.0024106050237943494
18184,569.362,162945.305,7241,1,0.0,519843.0625,1.0,1.0,0.0034941908881633626
14719,8.287,6272.153,7300,3,763.8713225,6628.151856,3.0,2.0,0.0013212369022248024
14716,14.606,7404.491,7300,3,431.5830006,12527.84473,2.0,1.0,0.001972586636947766
15431,101.003,37710.428,7300,3,896.5113867,92165.96875,1.0,3.0,0.0026783838146838324
17207,4.511,10588.881,7561,5,947.9104841,3068.178955,5.0,5.0,0.00042601290920164277
17206,5.533,5778.021,7561,5,95.12992388,4053.632324,4.0,1.0,0.0009575943043474575
17205,6.171,5892.29,7561,5,209.502774,4648.9995119999985,3.0,2.0,0.0010473007947673994
17203,10.863,12542.21,7561,5,600.9424442000002,8932.694336,2.0,3.0,0.0008661153018487172
17204,15.343,7508.510999999998,7561,5,783.4369915,13069.81055,1.0,4.0,0.00204341446659664
15172,10.591,6696.1309999999985,7562,1,125.9433115,8837.15918,1.0,1.0,0.0015816596180690016
15506,6.9270000000000005,10991.652,7606,1,2374.120988,5166.69043,1.0,1.0,0.0006302055414418142
15969,4.609,5583.3809999999985,7828,9,483.2979835,3039.526123,9.0,3.0,0.0008254854898850717
16433,4.673,5594.257,7828,9,794.8421178,3096.190186,8.0,7.0,0.0008353209371682424
16452,5.252999999999999,5693.309,7828,9,1046.968078,3612.267822,7.0,9.0,0.0009226620230871009
15962,5.729,5810.72,7828,9,593.4941853999999,4224.00293,6.0,6.0,0.0009859363383539388
15968,9.974,6568.406,7828,9,511.4299831,8171.688477,5.0,4.0,0.0015184810439549566
16434,18.662,7980.743,7828,9,966.699041,15530.22559,4.0,8.0,0.002338378769996728
15971,47.79,23037.144,7828,9,139.8262614,43362.05078,3.0,1.0,0.0020744758985749272
15970,94.998,43776.4,7828,9,576.3688289,82505.39844,2.0,5.0,0.0021700733728675725
16435,136.918,27827.014,7828,9,432.85930470000005,118932.9922,1.0,2.0,0.004920326701240744
13872,6.359,5877.879,8033,1,289.3473701000001,4573.915039,1.0,1.0,0.0010818528248029604
11597,9.215,6362.775,8051,1,463.4729192,7100.311035,1.0,1.0,0.0014482674619171667
17193,11.195,1791.6470000000006,8192,1,157.1030112,9334.814453,1.0,1.0,0.006248440680558166
12504,6.004,6344.667,8238,3,287.3260046000001,4472.414063,3.0,3.0,0.0009463065595089544
13070,6.183,6394.641,8238,3,242.8093946,4638.629883,2.0,2.0,0.0009669033805025177
13071,22.272,10887.116000000002,8238,3,199.4500819,19580.77734,1.0,1.0,0.0020457208318529897
10920,6.025,5806.438,8254,6,534.9635135,4201.692383,6.0,4.0,0.0010376413215813206
10919,7.334,1076.45,8254,6,692.1655853999997,5608.504395,5.0,5.0,0.006813135770356263
10915,10.647,11656.715,8254,6,446.2269252,8631.792969,4.0,2.0,0.0009133791123828626
10625,27.449,9600.69,8254,6,923.5777013,23970.44922,3.0,6.0,0.002859065338012164
10921,33.574,10404.03,8254,6,470.1146002,28156.003910000003,2.0,3.0,0.0032270187609993433
10918,45.497,12396.938999999995,8254,6,132.6410683,38539.42969,1.0,1.0,0.0036700188651408237
15502,5.487,5775.038000000001,8277,2,159.2327528,4038.093018,2.0,2.0,0.0009501236182342001
15494,5.653,11193.58,8277,2,113.6939543,4193.942383,1.0,1.0,0.000505021628469176
10102,15.061,12114.846,8317,3,0.0,11018.74023,3.0,1.0,0.0012431854272022939
10101,48.28,20084.623,8317,3,401.4363377,37485.33594,2.0,2.0,0.0024038290387626395
10111,112.499,21894.098,8317,3,0.0,88021.39844,1.0,1.0,0.00513832540623505
14839,4.901,5615.763000000001,8338,2,859.555138,3208.238281,2.0,1.0,0.0008727220148001258
15235,10.880999999999998,6674.917,8338,2,1918.875646,8726.626953,1.0,2.0,0.0016301326293645295
17587,4.674,11314.185,8516,15,1145.142436,3210.150391,15.0,8.0,0.00041310973790865187
17578,5.134,11487.295,8516,15,561.0463815,3633.006104,14.0,4.0,0.00044692854148866204
17592,6.093,6357.689,8516,15,1602.366707,4515.727051,13.0,14.0,0.0009583671047765941
17588,6.706,12079.933,8516,15,1594.155283,5080.638672,12.0,13.0,0.0005551355293112966
17571,7.701,12454.897,8516,15,188.1791669,5996.5625,11.0,1.0,0.000618311014535086
17577,9.607,13173.381,8516,15,471.1510618,7751.59668,10.0,3.0,0.0007292736769702478
17584,10.468,7568.880999999998,8516,15,1264.834343,8544.198242,9.0,10.0,0.0013830313886557344
17594,10.783,13616.521,8516,15,945.9649794,8834.053711,8.0,6.0,0.0007919056563714035
17585,11.106,7745.503000000002,8516,15,1674.571425,9131.651367,7.0,15.0,0.0014338642693702392
18439,11.183,9767.799,8516,15,1017.454832,9202.286133,6.0,7.0,0.0011448843285984897
17582,13.127,16890.535,8516,15,824.7744872000003,10992.55469,5.0,5.0,0.0007771808293816627
17591,14.554,8700.225,8516,15,1427.074501,12307.09473,4.0,12.0,0.001672830300365795
17589,16.383,9206.628,8516,15,1379.600562,13991.41016,3.0,11.0,0.0017794788710915656
17576,29.234,23382.275,8516,15,381.7572696,25829.00781,2.0,2.0,0.0012502632870411456
18128,36.887,14885.809,8516,15,1181.061582,32880.58594,1.0,9.0,0.002477997668786426
14755,6.699,5917.221,8779,8,464.831925,4778.893555,8.0,3.0,0.0011321192836975331
14081,7.727,1088.237,8779,8,1006.587285,5669.917969,7.0,6.0,0.007100475356011604
14754,16.096,7481.937,8779,8,375.5978711,12931.35156,6.0,2.0,0.002151314559317995
14084,18.962,14635.657,8779,8,585.7622713,15418.37793,5.0,4.0,0.0012956029237361877
14756,19.96,14896.09,8779,8,1111.578247,16284.58691,4.0,8.0,0.0013399489396210683
14083,23.136,8654.84,8779,8,1067.607601,19042.39453,3.0,7.0,0.002673186332734054
14085,32.34,10189.421,8779,8,788.075789,27037.85156000001,2.0,5.0,0.0031738800467661513
14766,343.565,99119.244,8779,8,7.225756487999999,296414.0938,1.0,1.0,0.003466178575776869
15461,7.582999999999997,6090.626,8901,1,170.2955004,5682.365234000001,1.0,1.0,0.0012450280151826752
14098,21.396,8352.623,9035,2,243.8358111,17467.79102,2.0,2.0,0.002561590532698531
14106,29.75,9740.144,9035,2,208.8457697,24697.03516,1.0,1.0,0.0030543696273894923
11529,15.124,7367.486,9090,1,943.7953228,12335.04492,1.0,1.0,0.0020528033578889734
13874,6.731,988.0,9153,1,138.78660559999997,5147.666504,1.0,1.0,0.006812753036437247
11562,5.699,5766.276999999999,9192,4,1162.2342119999996,3992.444336,4.0,3.0,0.000988332679820966
10827,11.568,6763.308000000001,9192,4,34.24592641,9187.163086,3.0,1.0,0.0017104056180792
11532,32.596,15338.722,9192,4,1189.926978,27815.73633,2.0,4.0,0.0021250792601886907
11561,44.42100000000001,12351.347,9192,4,662.6256416,38301.88672,1.0,2.0,0.0035964498447011496
10913,7.71,5993.8380000000025,9197,1,992.2991702,5178.081543,1.0,1.0,0.001286321051720116
12018,52.414,8553.985,9231,1,488.3526666,44567.85547,1.0,1.0,0.006127436510585417
15966,9.13,6423.302,9392,5,46.22630494,7415.666992,5.0,2.0,0.0014213873176132776
15954,10.086,6594.536,9392,5,0.0,8307.828125,4.0,1.0,0.001529448015751222
15439,18.2,8048.781999999997,9392,5,556.5932391,15884.72461,3.0,4.0,0.0022612116963784093
15443,311.268,59879.264,9392,5,48.05427383,285931.1875,2.0,3.0,0.005198260285897969
15435,338.148,69726.578,9392,5,784.421515,311186.5938,1.0,5.0,0.0048496285017744604
18180,11.086,1754.009,9571,1,147.4716157,9138.713867,1.0,1.0,0.006320378059633674
15497,23.82,14079.8,9838,2,370.6757547,21256.51953,2.0,2.0,0.0016917853946789019
15487,69.48100000000001,12138.586,9838,2,123.7372072,63244.29297,1.0,1.0,0.00572397806466091
12501,6.2860000000000005,5865.853,9849,2,276.89115489999995,4511.256348,2.0,1.0,0.0010716258999330533
12499,45.084,21068.069,9849,2,513.9294947,38890.44531,1.0,2.0,0.0021399208441931724
15173,14.068,7329.123,9856,1,299.9556672,12135.16211,1.0,1.0,0.0019194656714043414
12020,21.113000000000003,10205.831,10300,1,335.6675575000001,17314.79883,1.0,1.0,0.0020687193428932933
15491,6.449,5951.3719999999985,10400,2,0.0,4956.8276369999985,2.0,1.0,0.001083615677191747
15492,7.836,11202.126,10400,2,116.0284086,6263.302734000001,1.0,2.0,0.0006995100751410937
15437,9.429,6476.712,10519,2,650.22606,7693.943359000001,2.0,2.0,0.0014558312921741773
15434,16.094,7671.33,10519,2,556.4260979,13918.12695,1.0,1.0,0.0020979412957075243
14475,4.904,616.1659999999998,10607,4,556.5587587,3210.341797,4.0,3.0,0.007958894194097047
14474,6.372000000000001,859.565,10607,4,154.5188224,4478.491699,3.0,2.0,0.007413051950695992
14478,38.322,6164.75,10607,4,0.0,32119.49609,2.0,1.0,0.006216310474877327
14476,43.475,12021.631,10607,4,622.4092228,36584.00781,1.0,4.0,0.003616397808250811
17187,5.24,5712.553000000001,10726,2,611.4901133,3712.53125,2.0,2.0,0.0009172781416645061
17186,12.800999999999998,8257.071,10726,2,306.4857517,10833.14551,1.0,1.0,0.001550307609078328
14770,4.794,11012.378,11305,4,678.8175347,3367.2089840000012,4.0,4.0,0.00043532831873370123
14768,4.842,5654.941,11305,4,499.6609985,3412.366211,3.0,3.0,0.0008562423551368617
14717,6.32,5919.677,11305,4,229.3877724,4791.6884770000015,2.0,1.0,0.0010676258180978455
14720,426.511,128213.968,11305,4,405.8624097,393184.2813,1.0,2.0,0.00332655643260335
15519,4.632,5595.0909999999985,11519,10,1431.392624,3100.532715,10.0,7.0,0.0008278685726469866
16050,5.455,5737.223000000001,11519,10,1524.441945,3841.06958,9.0,8.0,0.0009508084311870044
16045,5.5710000000000015,10784.858,11519,10,645.247317,4089.254639,8.0,3.0,0.0005165575661728695
16047,5.98,5827.894,11519,10,1793.08715,4313.481445,7.0,10.0,0.0010260996510918009
16052,10.905,6678.956,11519,10,1619.640886,8747.670898,6.0,9.0,0.0016327402067029637
15500,12.628,2048.241,11519,10,65.48115093,10671.71875,5.0,1.0,0.006165290119668535
16049,22.455,20757.958,11519,10,640.9238187999998,19151.19336,4.0,2.0,0.0010817538025657436
16051,36.423,11091.879,11519,10,1053.258947,31739.82422,3.0,5.0,0.00328375381664369
16046,38.205,11400.352,11519,10,1425.804345,33347.02344,2.0,6.0,0.0033512123134443565
16048,77.387,17982.143,11519,10,976.168198,67639.38281,1.0,4.0,0.004303547135622267
13870,4.473,5585.4609999999975,11931,3,248.91016890000003,3050.362549,3.0,2.0,0.0008008291526876657
13873,5.192,5713.685,11931,3,404.1540305,3718.431152,2.0,3.0,0.0009086955266172355
13871,27.765,17421.215,11931,3,0.0,24683.25195,1.0,1.0,0.0015937464752027917
15430,5.881,5841.033,12451,1,490.5373834,4381.940918,1.0,1.0,0.0010068424540659161
10825,4.882,10627.504,12485,13,199.9370471,3269.412109,13.0,7.0,0.00045937409197869975
11825,4.92,633.874,12485,13,86.38587533,3302.600342,12.0,3.0,0.007761794930853765
11457,5.354,15707.705,12485,13,240.3236644,3687.276856,11.0,8.0,0.00034085183035968653
11298,5.96,10810.605,12485,13,316.1278298,4223.40332,10.0,10.0,0.0005513104955735595
12498,6.7029999999999985,5936.744000000002,12485,13,551.5641519999998,4880.609375,9.0,12.0,0.0011290700761225339
10824,6.8420000000000005,10960.437,12485,13,27.05447366,5004.056152,8.0,1.0,0.0006242451829247319
11453,6.897,10869.971,12485,13,760.5897154,4532.710449,7.0,13.0,0.0006345003128343214
11452,8.613999999999999,6261.4230000000025,12485,13,97.82848872,6572.247559,6.0,4.0,0.0013757256138101507
11827,9.525,1416.2279999999994,12485,13,158.3600873,7378.809081999999,5.0,6.0,0.006725611977732402
10819,10.894,6648.6709999999985,12485,13,49.09376019,8589.884766,4.0,2.0,0.0016385229469167602
11456,21.454,13443.606000000002,12485,13,293.1735725000001,17941.82813,3.0,9.0,0.001595851589223903
11828,44.94600000000001,12440.68,12485,13,353.58196719999995,38767.32813,2.0,11.0,0.0036128250224264275
11455,267.349,69955.444,12485,13,158.3304489,234226.2344,1.0,5.0,0.003821703997761775
15486,20.722,3532.378,12648,1,143.1013369,18404.34961,1.0,1.0,0.005866303096667458
15169,17.184,12821.098,12726,2,345.4804237,14698.44824,2.0,1.0,0.0013402908237656402
14823,21.122,8415.497,12726,2,441.1705005,17795.37305,1.0,2.0,0.002509893355080514
13869,12.207,8990.766,12835,1,0.0,9748.217773,1.0,1.0,0.0013577263605792879
15457,6.584,5929.7,12952,2,764.6343897,4843.911621,2.0,2.0,0.0011103428503971534
15459,10.742,6646.275,12952,2,540.4063914,8577.401367,1.0,1.0,0.0016162436853726337
13868,15.901,13915.499,12967,1,33.55994099,13023.10352,1.0,1.0,0.0011426827022157093
15450,7.95,6153.208000000001,13034,2,400.4388694,6008.430176,2.0,2.0,0.0012920089813313637
15451,8.08,6175.389,13034,2,180.8732183,6123.995117,1.0,1.0,0.0013084195991539965
14831,5.167000000000002,15978.31,13111,7,1037.349389,3437.540039,7.0,7.0,0.0003233758764224753
14110,5.441,10705.258999999998,13111,7,324.2199059,3674.530762,6.0,3.0,0.0005082548680045948
14108,5.678,5744.5,13111,7,556.367391,3878.98584,5.0,4.0,0.0009884237096353034
14111,5.9170000000000025,5784.095,13111,7,278.067854,4085.278565,4.0,2.0,0.0010229776654774865
14112,16.578,13785.235,13111,7,894.8158882000001,13300.375,3.0,6.0,0.0012025910330872125
14109,25.464,15972.868,13111,7,621.8313318,20987.17578,2.0,5.0,0.0015942033703652968
14107,98.917,21065.742,13111,7,166.8451444,83705.50781,1.0,1.0,0.004695633317829489
16446,17.99,14415.125,13337,2,565.0443783,15513.65332,2.0,2.0,0.001247994727759905
16447,21.557,8609.953000000001,13337,2,291.7538307,18808.52734,1.0,1.0,0.002503730275879554
11584,5.193,5610.194,13385,2,726.6791784,3179.225342,2.0,2.0,0.0009256364396667921
11585,28.216,9123.801,13385,2,409.703856,21485.77344,1.0,1.0,0.003092570738883937
15493,10.013,6595.784000000002,13486,1,27.97255596,8314.331055,1.0,1.0,0.001518090950219109
17124,5.166,6381.937,13605,19,1120.812949,3663.084717,19.0,15.0,0.0008094721085463552
17606,5.214,10711.504,13605,19,102.1216788,3707.06665,18.0,2.0,0.00048676637753204406
17133,5.482,6492.22,13605,19,1080.960167,3955.410156,17.0,14.0,0.0008443952915951708
17598,6.141,6297.774,13605,19,511.7238908,4560.055664,16.0,4.0,0.0009751064423715426
17600,7.026,6031.728,13605,19,228.91422340000003,5375.494140999999,15.0,3.0,0.0011648403243647591
17127,7.24,7102.023,13605,19,938.5373844,5571.80957,14.0,10.0,0.0010194278447141047
17611,8.149,11824.194,13605,19,708.6032115,6409.765625,13.0,7.0,0.0006891801673754676
17128,11.103,8444.021999999999,13605,19,722.7079719,9129.02832,12.0,8.0,0.0013148947267072493
17123,11.538,12712.041,13605,19,1279.3290949999996,9529.439453,11.0,16.0,0.0009076433910180121
17586,14.158,28400.27,13605,19,1509.2649210000006,11941.7168,10.0,18.0,0.0004985163873442048
17609,14.174,7295.101,13605,19,966.6986027,11957.90332,9.0,11.0,0.0019429477398599417
17601,18.455,3051.542,13605,19,1078.108587,15899.10156,8.0,13.0,0.006047762082252186
17608,18.692,3093.784,13605,19,696.8302663,16119.19043,7.0,6.0,0.006041792187172731
17599,18.798,9615.197,13605,19,15.16389554,16216.65625,6.0,1.0,0.0019550301465482193
17590,29.113000000000003,18324.265,13605,19,1679.927923,25717.04297,5.0,19.0,0.001588767680449939
17122,31.459,16413.359,13605,19,1501.654891,27879.33984,4.0,17.0,0.0019166704390003288
17597,48.234,41470.744,13605,19,727.0471038,43339.62109,3.0,9.0,0.0011630849931218983
17607,50.784,18802.913,13605,19,675.5715811000001,45864.81641,2.0,5.0,0.002700858106400854
17126,133.825,73419.417,13605,19,1004.631477,120207.8594,1.0,12.0,0.0018227466992825616
17154,5.332999999999998,11108.736,13690,4,512.2908361000002,3895.823486,4.0,4.0,0.0004800726203233201
17153,6.026,11271.268,13690,4,126.6402049,4466.9208979999985,3.0,2.0,0.0005346337253270883
17152,20.517,15170.086,13690,4,363.1534829,18166.39844,2.0,3.0,0.001352464316945863
17151,56.135,29446.954,13690,4,104.3497934,50763.00781,1.0,1.0,0.0019063092230184485
