Type,ID,SedRed,Cost,Duck,Site_ID,River_x,Zone_x,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,area_m2,DA_9_SA_m2,LAND_COVER,FrmlndCls,DrainClass,HydrcRatng,Hydri,PondFCls,Slope,SurfText,Tfactor,compname,KfactorRF,KfactorWS,mean_slope,mean_D_m,total_V_m3,mean_V_m3,MUSYM,CropProdIn,NEAR_FID,NEAR_DIST,NEAR_FC,CPI_depth,SUBID,SBi,SBarea_ac,SBarea_m2,Zone_y,Headwater,River_y,ID_next,up_SBs,ReachLength_m,So_Slope,B_width_m,h_depth_m,Pwet_m,XSarea_m2,XS_ID_referenced,n,n_alternate,Ck,K_sec,X,C1,C2,C3,C1_C2_C3,K_hr
WCMO,5315,23.069000000000003,25876.842,5.877000000000001,5315,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,20848.88867,187639.99800000002,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,0.0,None,2.666666667,clay loam,5.0,Le Sueur,0.2533333,0.2533333,0.4554504,0.6796693,14258.78125,14159.31836,ClB2,95,7854,506.8579989,GBER_CONUS_wet_poly,139.7738647,26,SB26,54292.3141,219713394.2,1,Y,LES,18,0,36881.549419999996,0.108188459,6.65,1.14,7.69,15.16,M77.74/2,0.02,0.035,24.62557692,1497.6928070000001,0.49982860100000004,0.965922108,0.999988318,-0.965910426,1,0.41602578
WCMO,5319,4.4319999999999995,5767.991999999999,2.575,5319,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,4001.381348,36012.43213,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,4.5,clay loam,5.0,Webster,0.24,0.24,2.2020411,0.670764,2825.2578129999997,2681.8908690000003,ClC2,92,6701,575.6373378999999,GBER_CONUS_wet_poly,137.15702819999998,26,SB26,54292.3141,219713394.2,1,Y,LES,18,0,36881.549419999996,0.108188459,6.65,1.14,7.69,15.16,M77.74/2,0.02,0.035,24.62557692,1497.6928070000001,0.49982860100000004,0.965922108,0.999988318,-0.965910426,1,0.41602578
WCMO,5374,11.665,17126.962,4.295,5374,LES,1,30,490,505,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,11081.86816,99736.81348,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,2.5,clay loam,5.0,Webster,0.26,0.26,0.16513699999999998,0.7990622,8737.745117,8848.213867,ClB2,94,9390,299.9198895,GBER_CONUS_wet_poly,117.63790130000001,26,SB26,54292.3141,219713394.2,1,Y,LES,18,0,36881.549419999996,0.108188459,6.65,1.14,7.69,15.16,M77.74/2,0.02,0.035,24.62557692,1497.6928070000001,0.49982860100000004,0.965922108,0.999988318,-0.965910426,1,0.41602578
WCMO,5375,3.6910000000000003,5639.544,2.35,5375,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,3332.142334,29989.281010000002,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,0.0,None,1.0,clay loam,4.666666667,Nicollet,0.2533333,0.2533333,0.46186400000000005,0.2916187,968.4657593000001,970.9581909,Wt,87,171,411.27197739999997,NCED easement_GBERB,298.3347778,26,SB26,54292.3141,219713394.2,1,Y,LES,18,0,36881.549419999996,0.108188459,6.65,1.14,7.69,15.16,M77.74/2,0.02,0.035,24.62557692,1497.6928070000001,0.49982860100000004,0.965922108,0.999988318,-0.965910426,1,0.41602578
WCMO,5378,6.694,1160.288,0.0,5378,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,6045.314453,54407.83007999999,Herbaceuous,Not prime farmland,,Unknown Hydric,0.5,None,0.0,,0.0,Pits,0.0,0.0,3.9800708,0.8534544,5253.865723,5155.365234000001,GP,0,5017,0.0,GBER_CONUS_wet_poly,0.0,26,SB26,54292.3141,219713394.2,1,Y,LES,18,0,36881.549419999996,0.108188459,6.65,1.14,7.69,15.16,M77.74/2,0.02,0.035,24.62557692,1497.6928070000001,0.49982860100000004,0.965922108,0.999988318,-0.965910426,1,0.41602578
WCMO,5379,4.6819999999999995,811.327,0.0,5379,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,4227.165527,38044.48975,Cultivated Crops,Not prime farmland,Very poorly drained,All Hydric,1.0,Frequent,1.0,muck,1.0,Muck,0.1,0.1,0.37637329999999997,0.0660463,272.8370972,278.9702454,Mu,74,12924,185.27479019999998,GBER_CONUS_wet_poly,1120.426758,26,SB26,54292.3141,219713394.2,1,Y,LES,18,0,36881.549419999996,0.108188459,6.65,1.14,7.69,15.16,M77.74/2,0.02,0.035,24.62557692,1497.6928070000001,0.49982860100000004,0.965922108,0.999988318,-0.965910426,1,0.41602578
WCMO,5380,49.953,8676.213,0.0,5380,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,45204.6875,406842.1875,Cultivated Crops,Not prime farmland,,Unknown Hydric,0.5,None,0.5,,0.5,Pits,0.05,0.05,0.9266209999999999,0.152631,6824.436523,6894.247559,GP,37,6598,130.4344612,GBER_CONUS_wet_poly,242.41473390000002,26,SB26,54292.3141,219713394.2,1,Y,LES,18,0,36881.549419999996,0.108188459,6.65,1.14,7.69,15.16,M77.74/2,0.02,0.035,24.62557692,1497.6928070000001,0.49982860100000004,0.965922108,0.999988318,-0.965910426,1,0.41602578
WCMO,5381,5.3420000000000005,925.7239999999999,2.8139999999999996,5381,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,4823.194824,43408.75342,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,1.0,clay loam,3.5,Canisteo,0.13,0.13,3.291095,0.2758335,1318.208618,1329.361328,Cf,82,3263,369.96092680000004,GBER_CONUS_wet_poly,297.2807312,26,SB26,54292.3141,219713394.2,1,Y,LES,18,0,36881.549419999996,0.108188459,6.65,1.14,7.69,15.16,M77.74/2,0.02,0.035,24.62557692,1497.6928070000001,0.49982860100000004,0.965922108,0.999988318,-0.965910426,1,0.41602578
WCMO,5382,47.838,8307.919,0.0,5382,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,43285.80469,389572.2422,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,3.333333333,clay loam,3.666666667,Canisteo,0.19333329999999999,0.19333329999999999,0.4259005,0.5073909000000001,21987.78516,21945.67773,CsC2,82,3263,433.89093859999997,GBER_CONUS_wet_poly,161.61109919999998,26,SB26,54292.3141,219713394.2,1,Y,LES,18,0,36881.549419999996,0.108188459,6.65,1.14,7.69,15.16,M77.74/2,0.02,0.035,24.62557692,1497.6928070000001,0.49982860100000004,0.965922108,0.999988318,-0.965910426,1,0.41602578
WCMO,5383,3.696,640.495,2.3409999999999997,5383,LES,1,30,465,490,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,3337.099121,30033.892089999998,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,1.0,clay loam,5.0,Canisteo,0.24,0.24,3.9917614,0.286498,928.2536620999999,955.3267822,Cf,86,3263,516.5492973,GBER_CONUS_wet_poly,300.1765747,26,SB26,54292.3141,219713394.2,1,Y,LES,18,0,36881.549419999996,0.108188459,6.65,1.14,7.69,15.16,M77.74/2,0.02,0.035,24.62557692,1497.6928070000001,0.49982860100000004,0.965922108,0.999988318,-0.965910426,1,0.41602578
