ClusterID,Cluster_RP,ND,FD,Size
841,10922,224.75069190000002,224.75069190000002,1
843,14410,27.73758524,1189.260806,24
848,10292,0.0,1489.769408,4
851,6267,2.116170394,190.16016090000002,3
852,8713,32.62469224,1898.7763289999998,13
860,7270,200.1890644,2682.328373,26
861,3189,355.626102,605.5892167999999,3
864,5109,171.2174189,171.2174189,1
865,7721,550.1858426,550.1858426,1
867,11030,158.72298469999998,1433.574418,7
872,10810,584.6719025,584.6719025,1
873,5110,335.6834021,335.6834021,1
874,5229,254.063177,254.063177,1
876,11830,0.0,1163.578823,14
881,8372,358.65644039999995,358.65644039999995,1
882,10430,36.48081499,685.4007723999999,3
885,7131,0.0,882.9999857,6
890,9565,379.08353660000006,379.08353660000006,1
891,241,47.522092799999996,546.4271738,4
892,7715,54.69671825,873.3757858999999,6
894,6620,218.6800535,218.6800535,1
898,11123,427.0642631,1037.385205,5
899,10914,368.2146056,368.2146056,1
900,992,82.54752869,255.2850315,2
902,11000,103.691925,103.691925,1
904,5195,149.5877065,1089.427155,5
907,8581,1221.381263,1487.527752,2
908,3321,0.0,1609.7167140000001,19
910,1385,370.34664300000003,849.8923231000001,7
913,9633,0.0,241.19219080000002,2
914,10360,7.250277124,1742.1070309999998,29
920,11297,152.0539455,958.5352769,3
921,1859,0.0,0.0,1
923,134,0.0,0.0,1
927,11461,0.0,676.1683188,10
928,2266,494.17028600000003,1228.435541,4
930,1781,125.576507,125.576507,1
931,2411,0.0,1051.397852,7
932,8712,0.0,150.2692383,2
939,9427,413.3804013,849.7473407,2
940,11451,14.65027751,295.6457185,3
941,4702,0.001278882,298.35594199999997,3
943,7247,62.95852032,239.6604017,2
945,10368,282.8669646,1279.087166,3
948,4637,134.57181980000001,134.57181980000001,1
950,9151,0.0,186.5612048,3
951,4966,20.2091962,20.2091962,1
953,3240,12.81289969,70.05908464,3
954,11526,134.87975219999998,1227.399638,10
955,6268,209.3124176,304.5063065,3
957,6112,0.0,0.0,1
958,126,0.0,0.0,1
962,4567,0.0,1177.890366,13
967,3203,0.0,808.7083813999999,4
988,5331,0.0,507.666938,3
990,1002,0.0,113.43063020000001,2
999,13502,0.0,0.0,1
1004,12584,108.23935870000001,108.23935870000001,1
1011,12697,304.0787619,304.0787619,1
1020,3202,177.61358280000002,255.90517069999999,2
1028,1309,257.8491951,512.4962735,4
1033,18158,170.543467,1394.1407470000001,4
1043,15166,0.0,506.0372811000001,3
1056,1804,826.1735673999999,1032.504514,4
1060,184,0.0,0.0,1
1062,1302,0.0,939.9349080000001,6
1066,11400,0.0,0.0,1
1088,4489,0.0,475.63460430000003,3
1094,5074,218.87686780000004,242.0123133,2
1105,203,0.0,0.0,1
1110,9156,168.6609247,1017.940216,3
1139,12147,36.30252896,36.30252896,1
1144,14781,0.0,0.0,1
1145,16038,352.0131585,1466.48483,7
1150,451,0.0,0.0,1
1151,5124,370.1481724,1266.9498019999999,4
1152,3243,355.0311256,1008.5981320000001,2
1157,1279,0.0,814.2199919,5
1167,12867,0.0,620.0148482000001,3
1169,9576,246.42007009999998,1396.025908,8
1175,16054,839.0204861,1183.701099,3
1200,8501,0.0,788.3104651000001,5
1207,12912,25.52825547,531.1492714999999,4
1211,9891,0.0,0.0,1
1220,7315,302.1838037,302.1838037,1
1224,2511,0.0,1061.919517,4
1227,13633,782.2436649,782.2436649,1
1246,9283,0.0,308.4995272,5
1255,12291,0.0,331.99787599999996,3
1262,17688,182.85890519999998,182.85890519999998,1
1265,12024,435.210445,435.210445,1
1268,3348,0.0,0.0,1
1316,5203,0.0,822.4023685,3
1324,13232,718.4159903,737.95757,3
1334,5963,299.8171062,412.959647,2
1341,8953,483.40353980000003,832.6622454,3
1344,15941,0.0,1520.556525,10
1350,1027,0.0,0.0,1
1355,74,0.0,190.93603810000002,2
1362,12630,192.30982780000002,212.3004005,2
1370,9308,525.0952476,2193.257951,10
1375,14801,104.9357804,1538.077791,10
1381,6612,0.0,822.6371538,7
1388,13440,250.08162099999998,250.08162099999998,1
1392,439,102.4639728,159.86519380000001,2
1398,15427,142.0974375,1481.733287,8
1403,3338,55.8642407,473.7465072,2
1411,12129,0.0,0.0,1
1416,14814,0.0,1465.5240789999998,17
1433,13636,0.0,1330.8918130000002,17
1437,344,199.7386812,199.7386812,1
1446,978,0.0,410.80693239999994,2
1447,473,113.62577890000001,719.1370516,2
1452,3796,0.0,1647.385554,16
1455,7260,238.75192090000002,365.11364310000005,3
1471,9873,366.4503045,366.4503045,1
1486,16965,287.7654208,2097.342729,33
1500,1287,0.0,228.4706415,4
1504,2423,104.09228449999999,379.2687772,2
1506,12395,80.04389595,516.3638371999999,5
1517,5485,171.82621519999998,351.4478472,3
1522,592,0.0,795.1984683999999,3
1524,10270,763.7225430999999,763.7225430999999,1
1543,4581,415.5651934,415.5651934,1
1546,174,0.0,0.0,1
1562,510,0.0,0.0,1
1563,11120,0.0,0.0,1
1569,147,0.0,61.45591943,2
1575,2172,0.0,0.0,1
1576,2295,256.4526185,256.4526185,1
1583,11367,134.95209269999998,773.8033262,5
1587,16422,166.1285561,2015.4054039999999,25
1588,12292,158.1860687,434.26470020000005,3
1589,5603,0.0,259.4931249,2
1590,7123,0.0,446.6455408,6
1593,4592,635.9732773,635.9732773,1
1599,15331,207.9381509,928.4103011,4
1601,1398,0.0,0.0,1
1608,10629,1668.3559779999998,1668.3559779999998,1
1611,12121,231.91320860000002,231.91320860000002,1
1622,13879,452.17056619999994,452.17056619999994,1
1624,12064,0.0,320.5553769,3
1640,123,0.0,0.0,1
1641,4605,189.4214156,189.4214156,1
1660,1677,773.4101382,773.4101382,1
1664,32,187.875757,380.94566210000005,2
1672,5065,19.40326112,882.439368,6
1675,13629,94.52366618,1944.5486019999998,9
1677,16388,0.0,605.2595557999999,5
1681,3505,137.1209995,137.1209995,1
1691,6694,144.9614149,485.9994807,2
1699,1001,569.6892607999999,909.7418960000001,2
1708,1645,65.08979933,951.2892637,11
1723,6736,210.6243338,991.452559,9
1730,8172,2.895951592,1354.434888,6
1732,971,127.3887205,619.822566,4
1747,15448,26.45083303,26.45083303,1
1756,12150,0.0,0.0,1
1758,12132,452.25822869999996,452.25822869999996,1
1761,110,0.0,0.0,1
1767,7598,0.0,724.3417137,5
1784,3976,51.98987694,282.9441463,2
1786,9458,34.39512331,78.69705563,2
1796,11552,0.0,0.0,1
1797,2957,21.23327125,2231.520457,12
1798,752,0.0,0.0,1
1800,4201,372.2782909,1335.929097,5
1801,99,0.0,231.62040090000002,2
1808,3847,0.0,0.0,1
1809,382,0.0,0.0,1
1814,9582,356.7217918,356.7217918,1
1817,9880,73.31825606,73.31825606,1
1827,13458,326.275033,938.5544676000001,7
1842,9886,133.317981,603.7851914,5
1843,670,0.0,161.8980756,3
1850,18136,125.9199615,1534.082035,10
1851,152,0.0,422.7127062,3
1858,546,0.0,0.0,1
1867,4492,96.55836537,881.180916,5
1868,453,352.6804139,352.6804139,1
1886,8710,260.51148959999995,603.7068871,2
1906,17549,0.0,1174.512477,16
1916,18172,45.38124197,339.0465494,2
1919,1476,380.6694883,380.6694883,1
1930,18044,177.65014069999998,2303.024137,19
1939,2256,37.79235884,342.1571854,2
1945,1889,0.0,1113.129188,10
1951,11553,545.3071177,545.3071177,1
1957,12869,160.0073066,160.0073066,1
1959,1404,247.44264700000002,247.44264700000002,1
1964,13491,0.0,550.3365832000001,3
1980,15462,419.8445831,508.9360438,2
1984,9570,169.3940024,1068.599461,5
1996,2169,0.0,246.24481129999998,3
2002,4426,0.0,0.0,1
2004,758,0.0,0.0,1
2008,12297,38.67098756,359.4335918,2
2010,3545,70.70610259,70.70610259,1
2012,10275,63.04204785,63.04204785,1
2015,10661,102.4166297,1101.2306130000002,14
2032,17554,0.0,555.8329571,7
2049,426,0.0,0.0,1
2065,8496,601.1813156000001,1443.879082,4
2081,67,0.0,103.9541047,2
2083,1982,632.2852875,897.9704647,3
2084,323,0.0,216.4894852,3
2085,299,381.90985539999997,381.90985539999997,1
2098,6923,361.9899362,937.4933927999999,12
2105,6445,0.0,1143.756062,8
2109,11587,307.2789338,307.2789338,1
2116,85,253.6034912,936.4979627999999,4
2118,9157,0.0,920.4689338,5
2145,5304,70.07818609,638.24017,4
2146,704,114.2666031,297.58415289999994,2
2148,12019,442.5449863,442.5449863,1
2165,7281,71.24015655,352.58023,3
2172,11612,1058.850434,1058.850434,1
2175,3345,88.31384095,88.31384095,1
2177,1013,0.0,0.0,1
2187,6952,0.0,0.0,1
2190,181,0.0,0.0,1
2192,18187,0.0,584.9114622000001,5
2195,7714,299.804881,299.804881,1
2199,460,0.0,543.2682607999999,4
2208,2821,64.8385509,291.39360330000005,2
2211,7206,605.7271703,605.7271703,1
2223,6047,469.4282647,469.4282647,1
2233,4461,157.2746867,357.96095319999995,3
2259,10138,67.82391222,67.82391222,1
2264,5324,203.4090399,451.9631029,2
2275,7829,0.0,1465.0121199999999,14
2277,982,302.2866519,302.2866519,1
2280,325,0.0,119.22783740000001,2
2287,3560,119.8549674,119.8549674,1
2293,12624,0.0,1307.135336,8
2294,15170,312.343375,312.343375,1
2296,12103,80.77157193,145.89812759999998,3
2310,16951,772.2343476,1134.550384,2
2313,13130,310.38659920000003,310.38659920000003,1
2316,3233,276.5636468,276.5636468,1
2329,7289,0.0,0.0,1
2333,2612,0.0,846.7666872000001,2
2334,2588,0.0,618.1908289,3
2345,6390,610.380483,949.0400588,3
2347,15460,0.0,665.9476323,5
2364,12181,0.0,1552.846552,9
2365,11523,187.1236268,583.649322,3
2368,1797,206.8028331,475.19797989999995,3
2370,4546,848.932908,848.932908,1
2371,10820,157.7062213,157.7062213,1
2375,5967,410.2859111,432.87515089999994,2
2391,11051,174.3305733,1899.443902,19
2395,12148,123.21592759999999,123.21592759999999,1
2408,17141,0.0,0.0,1
2412,1441,81.17241043,218.39028259999998,2
2415,2974,0.0,1206.8367759999999,3
2424,6835,0.0,343.297581,2
2446,14645,0.0,1680.283646,13
2459,5311,177.7850622,177.7850622,1
2474,12022,22.3632887,33.39310833,2
2479,7893,1238.638557,1238.638557,1
2489,698,851.7615852,851.7615852,1
2499,11570,715.7789002000001,715.7789002000001,1
2504,1852,0.0,253.685296,3
2519,1849,266.2676532,266.2676532,1
2526,10816,227.8350324,227.8350324,1
2529,1258,99.69493019,494.62393899999995,2
2531,398,586.1573958,586.1573958,1
2532,10301,233.0231025,460.9491398,3
2537,6624,59.81971054,158.6804781,2
2547,11024,0.0,604.210877,5
2569,13875,410.3449823,410.3449823,1
2570,140,0.0,0.0,1
2592,160,0.0,367.1629327,3
2606,8614,129.5099138,589.0934424,3
2614,11551,0.0,104.78612530000001,2
2617,819,143.2388852,517.9067441000001,2
2620,310,0.0,825.5763296,5
2623,5411,292.2826721,292.2826721,1
2627,7621,0.0,0.0,1
2630,3227,0.0,475.0877959,3
2636,17155,701.3008923,701.3008923,1
2640,39,0.0,180.8181947,2
2645,1731,138.3542785,582.7223472999999,2
2653,10290,556.4193106,2067.427596,9
2655,13139,181.31077050000002,1057.370144,6
2664,3511,0.0,0.0,1
2678,15455,1040.028174,1040.028174,1
2688,5327,0.0,1259.3565820000001,10
2694,15836,0.0,1830.5306649999998,6
2706,136,163.76573019999998,163.76573019999998,1
2711,4210,128.5985559,529.5883596,2
2714,4147,424.4239579,424.4239579,1
2716,124,0.0,243.65058739999998,2
2722,7853,1380.5567210000002,1380.5567210000002,1
2731,480,0.0,349.09658110000004,2
2736,7405,263.95933340000005,837.908056,5
2740,4197,280.88051989999997,875.595407,4
2743,1427,172.2047024,172.2047024,1
2747,10025,0.0,317.6287765,5
2755,3710,0.0,961.1284965,8
2757,11555,140.6180763,486.2102658,3
2772,7290,538.5675647999999,555.1820491000001,2
2780,12762,0.0,983.8444616,8
2785,5937,0.0,0.0,1
2789,9889,60.47475246,60.47475246,1
2797,6135,464.1981778,464.1981778,1
2806,9962,32.92047012,1169.2421550000001,10
2807,18498,0.0,0.0,1
2810,14072,571.257066,979.0364875,2
2833,16059,1190.672489,1444.041058,3
2863,5961,0.0,934.7399401,8
2869,11556,0.0,0.0,1
2882,9859,245.8496671,351.9519003,4
2884,6271,488.9520944,488.9520944,1
2886,6027,156.7181407,156.7181407,1
2893,1473,0.0,368.42587349999997,7
2897,588,0.0,0.0,1
2900,17689,0.0,171.6557893,2
2911,12695,492.96060760000006,492.96060760000006,1
2913,6383,152.8160353,1287.526287,8
2918,3428,194.2925057,714.3007281,4
2925,12689,138.0604769,1080.394289,4
2931,1015,0.0,115.7401179,2
2937,15808,0.0,1685.7922469999999,6
2938,15503,0.0,0.0,1
2941,7619,176.1129385,701.9716534,3
2945,14035,54.63017242,1476.464443,8
2947,10815,293.5579264,293.5579264,1
2953,3884,396.0393247,396.0393247,1
2972,3354,0.0,775.7824241000001,6
2978,500,34.67868165,64.9934451,2
2984,1292,126.6291835,261.5124954,3
2992,11351,148.4370294,148.4370294,1
2995,759,0.0,0.0,1
2996,12309,0.0,1120.539896,3
3005,15495,0.0,0.0,1
3010,13497,360.15219160000004,360.15219160000004,1
3013,1989,113.76416640000001,113.76416640000001,1
3028,8749,368.2340168,368.2340168,1
3029,6644,233.4332355,233.4332355,1
3034,19,0.0,0.0,1
3035,469,287.2421883,287.2421883,1
3039,3861,425.811622,425.811622,1
3043,10423,20.95558243,641.0416822000001,7
3067,77,0.0,0.0,1
3074,96,374.8814105,374.8814105,1
3077,9863,0.0,556.9403541,3
3083,1072,0.0,0.0,1
3092,167,0.0,0.0,1
3100,3230,10.9333002,136.3971765,3
3106,11352,88.18108158,123.94742190000001,2
3122,465,0.0,0.0,1
3143,515,173.32932639999999,173.32932639999999,1
3164,7331,156.80447790000002,156.80447790000002,1
3169,12734,0.0,888.1025237,2
3170,6672,52.41886131,548.214433,2
3171,4206,0.0,0.0,1
3184,6686,309.04482360000003,314.2804603,2
3203,11945,332.3065292,713.8478114,3
3209,15164,35.72245031,329.4389856,4
3213,13649,0.0,2006.1615570000001,9
3221,5965,0.0,0.0,1
3227,703,216.50863760000001,216.50863760000001,1
3243,14767,96.38668721,481.169246,2
3247,15957,0.0,1440.014445,10
3248,5479,118.5972582,118.5972582,1
3260,9566,157.3306472,157.3306472,1
3263,5376,30.58983414,516.5492973,4
3267,4744,0.0,1638.163514,8
3271,10964,684.0497978,684.0497978,1
3273,175,421.9545557,421.9545557,1
3294,4362,0.0,1210.200055,15
3295,248,0.0,0.0,1
3309,11002,0.0,376.7505343,2
3310,166,0.0,0.0,1
3316,14113,133.7697463,1107.523578,4
3323,497,297.7115992,297.7115992,1
3325,5126,0.0,450.0257183,4
3329,6619,8.434387637999999,44.089647899999996,2
3331,8447,121.145394,863.2153529,4
3332,2819,0.0,0.0,1
3336,789,78.60278084,78.60278084,1
3340,10853,339.70698500000003,339.70698500000003,1
3359,652,284.43007539999996,284.43007539999996,1
3371,12905,92.88345791,2032.5971690000001,22
3376,1062,286.05702189999994,286.05702189999994,1
3382,522,0.0,53.35838004,2
3407,11151,0.0,1079.384068,6
3412,3934,0.0,0.0,1
3417,15805,306.2616855,688.7203546000001,2
3439,6605,274.7177382,720.2975327,4
3442,1342,537.5079688,1030.678067,2
3444,6616,208.40223559999998,208.40223559999998,1
3448,16231,1465.7526599999999,1738.412634,2
3459,2163,0.0,0.0,1
3492,5484,0.0,0.0,1
3499,8539,0.0,661.184405,5
3501,5330,0.0,0.0,1
3515,8281,0.0,1010.220211,6
3527,161,30.46681367,30.46681367,1
3529,604,47.15756069,1737.183902,59
3530,2361,0.0,781.7895997,4
3549,8747,1001.608586,1001.608586,1
3552,14637,56.62245287,334.6668883,4
3575,508,0.0,0.0,1
3579,11334,94.41855079,1169.772805,8
3586,6360,0.0,410.93640800000003,3
3593,12872,111.28497759999999,482.2720794,3
3594,13058,181.61042609999998,181.61042609999998,1
3596,1074,0.0,0.0,1
3626,700,157.3648789,157.3648789,1
3634,11499,0.0,0.0,1
3637,11931,245.2900662,1610.48359,12
3644,2197,0.0,104.4108761,2
3659,151,0.0,0.0,1
3667,9153,0.0,1011.0188699999999,3
3678,100,184.4991563,184.4991563,1
3695,795,181.1743526,325.26254639999996,2
3699,1636,156.3595534,706.2725251,3
3707,120,124.43560169999999,245.03499190000002,2
3708,7994,0.0,881.9029417000002,4
3725,8373,0.0,1780.0718949999998,25
3726,9159,0.0,686.3700574,3
3729,4582,0.0,1792.684105,5
3732,505,130.50027169999998,130.50027169999998,1
3742,18083,292.2549768,994.2019821,2
3743,2200,10.73878978,292.70867189999996,2
3745,4148,0.0,239.9209126,3
3758,6977,0.0,448.37999069999995,5
3765,520,157.96293219999998,157.96293219999998,1
