Site_ID,SedRed,Cost,NEAR_FID,NEAR_DIST,area_m2,Sedrank,NEARrank,bcr
4914,34.304,16640.793999999998,155,791.4742927,34599.77344,2.0,9.0,0.002061440097149211
4922,46.039,13012.53,155,505.4902852,41746.77344,1.0,7.0,0.0035380514012263563
321,2.003,5852.67,156,0.0,3024.963379,9.0,1.0,0.0003422369619336132
7967,3.52,10623.291,156,764.9743264,3247.460205,8.0,7.0,0.0003313474139040341
6768,3.957,700.61,156,45.95152570000001,3650.306885,7.0,3.0,0.0056479353706056145
7417,4.849,5892.555,156,0.0,4650.378906,6.0,1.0,0.0008229027985313671
7965,9.698,16717.558,156,348.3988035000001,8948.798828,5.0,5.0,0.000580108649839887
7414,18.086,8330.26,156,453.5229516,17351.27734,4.0,6.0,0.002171120709317596
7963,42.923,12612.23,156,31.63121526,39661.13672,3.0,2.0,0.0034032839553354167
6763,56.773,10365.424,156,56.72108848,54005.78906,2.0,4.0,0.005477151730599732
7416,158.42,34265.76,156,0.0,152480.0625,1.0,1.0,0.004623274078847221
4457,8.262,6344.267,157,450.8581765,7003.882812999998,5.0,4.0,0.001302278103995308
4483,9.389,1527.751,157,392.5493585,7959.866211,4.0,3.0,0.006145634988947806
4481,12.171,1980.949,157,115.3452701,10321.11133,3.0,2.0,0.006144024909273282
4458,40.453,6602.191,157,0.0,34398.64453,2.0,1.0,0.00612720837673433
4463,1029.516,190657.265,157,0.0,941258.0,1.0,1.0,0.005399825702943971
9155,4.835,5957.132,162,252.154018,4986.834961,2.0,2.0,0.0008116321746773448
8751,705.9760000000001,332154.394,162,0.0,716028.625,1.0,1.0,0.00212544531324189
15432,256.111,80733.59,168,0.0,235262.6875,1.0,1.0,0.0031722979245689432
7459,3.6010000000000004,5600.331,169,451.8850688,3127.835693,2.0,2.0,0.0006429977085282996
7836,7.955,6326.479,169,280.9491193,6911.202148,1.0,1.0,0.0012574134838667765
12080,3.986,10605.106000000002,170,134.10564920000002,3152.717041,52.0,2.0,0.0003758566863923849
13926,4.363,6168.901999999999,170,870.7093861999998,3098.395264,51.0,32.0,0.0007072571423569383
14507,4.423,5603.519,170,1039.31373,3144.447998,50.0,37.0,0.0007893254221142107
13928,4.439,10889.928,170,542.7193136,3126.985107,49.0,21.0,0.0004076243662951674
13902,4.473,5899.396,170,405.9266865,3160.255615,48.0,14.0,0.0007582132136917068
15181,4.498,10915.521,170,1321.337139,3216.913086,47.0,44.0,0.0004120737800788437
15179,4.524,5913.32,170,1593.2770039999998,3209.178467,46.0,50.0,0.0007650524578409421
13911,4.53,10915.037,170,1255.171243,3215.212158,45.0,42.0,0.0004150237878259139
14504,4.632,5942.8409999999985,170,1138.055225,3312.90918,44.0,39.0,0.0007794251941117053
15184,4.769,10990.506,170,1616.803783,3480.391602,43.0,51.0,0.0004339199669241799
13901,4.813,5992.323,170,574.8549235,3486.7768560000004,42.0,22.0,0.000803194353842408
14509,4.941,6376.258000000002,170,1065.797125,3648.032471,41.0,38.0,0.0007749059087634155
13900,5.03,6051.755,170,535.0945961,3695.60669,40.0,20.0,0.0008311638524692424
13224,5.067,6427.807,170,1479.088617,3784.672119,39.0,49.0,0.0007882937368841349
15183,5.13,11090.453,170,1458.127847,3831.581299,38.0,48.0,0.0004625600054389122
13910,5.1370000000000005,6081.14,170,525.2965360000002,3798.858398,37.0,19.0,0.0008447429264907567
15180,5.511,6585.07,170,973.9540422,4201.525879,36.0,34.0,0.0008368931537553892
13903,6.2410000000000005,6383.257,170,304.0940719,4860.4213869999985,35.0,9.0,0.0009777140415935
13221,6.267,6869.6280000000015,170,1697.135643,4955.80127,34.0,52.0,0.0009122764726124907
13905,6.564,6471.819,170,697.1337103,5171.606934,33.0,28.0,0.0010142434453126702
13931,6.73,12011.053,170,935.609522,5330.674805,32.0,33.0,0.0005603172344672861
13930,6.857,12057.354,170,501.3009618,5453.4052729999985,31.0,17.0,0.0005686985718425453
14502,7.375,6693.722,170,1344.551457,5951.316895,30.0,45.0,0.0011017786516978147
14505,7.504,6728.92,170,1304.606582,6074.995606,29.0,43.0,0.0011151863894948966
13897,7.5870000000000015,6776.68,170,523.9535480000002,6242.8115229999985,28.0,18.0,0.00111957477702946
13899,7.709,6785.098000000001,170,392.5082001,6272.390625,27.0,13.0,0.0011361663457182193
10885,7.915,7324.4659999999985,170,731.7301687999999,8246.355469,26.0,29.0,0.001080624853743604
13908,8.401,11974.479,170,376.8918514,6937.82959,25.0,12.0,0.0007015754088340712
14508,8.434,7004.111999999999,170,1144.360071,7041.953125,24.0,40.0,0.0012041497908657087
11598,8.509,6291.732,170,267.8087683,6730.163086,23.0,7.0,0.0013524097974929638
10901,8.75,8389.35,170,353.3334783,9115.463867,22.0,11.0,0.001042989027755428
12079,8.755,11329.083,170,248.1022756,6924.77002,21.0,6.0,0.000772789818911204
13906,8.821,12089.563,170,181.5744013,7342.206543000001,20.0,3.0,0.0007296376221373758
13163,8.957,7157.083000000001,170,1391.356597,7579.452637,19.0,46.0,0.0012514875124404732
13925,9.14,7926.871,170,499.3933809,7758.222656,18.0,16.0,0.001153040083533591
13907,9.457,7263.7530000000015,170,801.8713407,7954.265137,17.0,30.0,0.0013019440501349645
14503,10.783,7626.794,170,644.198137,9229.900391,16.0,26.0,0.0014138312900545105
10902,10.802,8172.158,170,214.2423407,11253.65723,15.0,5.0,0.0013218050850216062
15176,10.874,12651.73,170,993.4063034,9317.519531,14.0,35.0,0.0008594872005646659
13898,10.884,9445.5,170,289.9017254,9460.022461,13.0,8.0,0.0011522947435286645
12081,14.418,7189.036,170,609.8174361,11405.28613,12.0,23.0,0.002005554013083256
13912,14.659,9888.812,170,627.8171375,12958.71875,11.0,24.0,0.001482382312455733
14501,15.51,8920.96,170,1029.083565,13777.2793,10.0,36.0,0.0017386021235382741
15178,16.965999999999998,15726.251,170,632.2822947999998,15178.50879,9.0,25.0,0.0010788330925151834
13909,32.167,13483.213,170,664.2272522999998,29807.90234,8.0,27.0,0.0023857073236178946
13904,42.25899999999999,18974.991,170,862.0026731,31535.88867,7.0,31.0,0.00222708933037175
10887,46.937,21775.408,170,24.02054665,35301.13672,6.0,1.0,0.002155504962295081
15182,52.145,18771.711,170,1183.652082,48390.37109,5.0,41.0,0.002777850138434371
13913,57.597,30053.94,170,208.2940594,53156.75,4.0,4.0,0.0019164542153208533
14461,74.363,62181.548,170,1395.551434,69314.75781,3.0,47.0,0.0011959013950569386
15177,78.157,30767.568,170,477.5781509,72972.07813,2.0,15.0,0.002540239774557417
12083,409.071,80873.43,170,307.4437233,317161.9063,1.0,10.0,0.005058163107463107
5375,3.691,5639.544,171,411.2719774,3332.142334,9.0,7.0,0.0006544855399656426
5763,6.659,11154.23,171,200.2311562,6013.754883,8.0,4.0,0.0005969932483013171
6023,7.189,16327.966,171,851.9627455,6918.952637,7.0,9.0,0.00044028754102011237
5999,10.428,16807.682,171,263.0795994,9418.362305,6.0,6.0,0.0006204305864425565
6001,10.698,11854.563,171,483.5211638,9662.618164,5.0,8.0,0.0009024373146441586
5628,12.262,7125.923000000002,171,21.40939594,11076.45508,4.0,2.0,0.001720759542307712
5388,17.807000000000006,8088.031,171,213.6165235,16089.21484,3.0,5.0,0.0022016483369067213
5626,41.067,12129.703,171,0.0,37147.07813,2.0,1.0,0.003385655856536636
6024,922.51,179271.611,171,66.47092453,855885.6875,1.0,3.0,0.005145878897691168
1014,4.432,7104.53,174,497.5429895,4972.638184,1.0,1.0,0.0006238273327018115
6306,4.11,823.185,176,380.3450396,4288.945313,4.0,2.0,0.004992802346981542
4925,6.407,6111.542,176,604.1128927999998,5791.341309,3.0,4.0,0.001048344264017166
6307,11.529000000000002,7309.748,176,440.2708062,12034.21582,2.0,3.0,0.0015772089543989755
6305,77.833,18579.616,176,104.7762677,70752.32813,1.0,1.0,0.0041891608524094355
3898,3.631,5590.365,178,608.4234918,3075.910156,2.0,2.0,0.000649510362919058
3901,6.9529999999999985,16131.044,178,47.33416074,5892.947754,1.0,1.0,0.00043103223821099236
5725,4.507,5782.8690000000015,179,887.7732085000001,4078.89209,7.0,3.0,0.0007793709316258069
6505,4.9460000000000015,859.322,179,355.11544310000005,4477.227539,6.0,1.0,0.005755700424287987
5724,6.14,1066.789,179,924.4352503,5558.167969,5.0,5.0,0.00575558990578268
6215,10.294,1789.2279999999996,179,637.9869288,9322.212891,4.0,2.0,0.005753319308662732
6213,16.329,2839.455,179,963.8540404,14794.09082,3.0,6.0,0.005750751464629656
6212,27.212,4736.029,179,895.6535505,24675.5957,2.0,4.0,0.0057457418440638765
6210,45.827,7120.857,179,1339.367708,37100.99219,1.0,7.0,0.006435601782201215
5509,3.747,5579.644,180,1065.432818,3020.051025,6.0,4.0,0.0006715482206391662
4745,4.147,693.7510000000002,180,452.641685,3614.571533,5.0,1.0,0.005977649041226606
5719,7.4929999999999986,11702.877,180,700.2603977000001,6041.185059,4.0,2.0,0.0006402699096982732
5721,8.829,12464.14,180,1039.956601,7119.213867,3.0,3.0,0.0007083521205634726
5511,43.607,14949.143,180,1339.923036,35295.92578,2.0,5.0,0.0029170234039503132
5510,49.433,16285.102,180,1544.055695,40035.42188,1.0,6.0,0.0030354737722858597
9290,4.502,848.945,181,519.083222,4423.15918,6.0,3.0,0.005303052612360046
9235,5.285,5996.501,181,465.55870360000006,5191.956543,5.0,2.0,0.0008813473057037762
9161,5.812,6021.746,181,844.0284849999998,5323.4853520000015,4.0,6.0,0.0009651685740315185
8708,8.847000000000003,1668.372,181,710.9461942,8692.527344,3.0,4.0,0.0053027742014370915
9289,11.269,2125.266,181,440.7555585,11073.0332,2.0,1.0,0.005302395088426578
9238,11.325,2135.8520000000008,181,732.6148003,11128.18555,1.0,5.0,0.005302333682296337
4485,4.709,15845.928,182,306.4527456,4407.443359000001,2.0,2.0,0.0002971741383653895
4480,151.778,45031.574,182,0.0,130419.1641,1.0,1.0,0.003370479566181719
504,5.965,7874.903,183,264.9107515,8305.962891,2.0,2.0,0.0007574696475626429
5481,34.094,6676.446,183,0.0,34785.52734,1.0,1.0,0.005106609115089076
545,2.51,21378.62,184,151.0544541,3161.45459,3.0,1.0,0.00011740701691690109
1675,5.043,789.2230000000002,184,561.3488219,4111.998047,2.0,3.0,0.006389828983696622
1735,5.41,865.5830000000002,184,337.1140409,4509.849121,1.0,2.0,0.006250122749638104
11607,3.859,10581.143999999998,185,1222.585164,3027.867188,10.0,8.0,0.00036470536645186955
12267,3.911,5588.967,185,1484.714372,3068.6252440000007,9.0,10.0,0.0006997715320201391
11601,4.38,5664.7840000000015,185,703.4824493,3463.649414,8.0,5.0,0.000773198060155515
11609,4.899,10737.774,185,331.2845601,3843.939209000001,7.0,2.0,0.0004562398128327156
11611,7.1179999999999986,6072.016,185,612.8841299,5585.40332,6.0,4.0,0.0011722630506902484
11610,9.374,6412.008000000002,185,1270.498317,7356.826172,5.0,9.0,0.0014619445265820002
11602,14.044,7115.62,185,706.0827533,11022.77637,4.0,6.0,0.0019736860596827827
11608,14.605,7200.097,185,455.112736,11462.91309,3.0,3.0,0.0020284448945618373
11615,21.581,13251.475,185,1159.688308,16940.79102,2.0,7.0,0.0016285734229585763
11599,30.728,14489.325,185,7.153648933,23390.21875,1.0,1.0,0.002120733712578053
1815,4.0539999999999985,6166.571,187,1059.6125550000004,3370.372315,8.0,8.0,0.0006574156042312655
1807,5.397,6625.422,187,666.8469047,6041.819824,7.0,6.0,0.0008145896216120273
1850,9.621,1537.1029999999996,187,398.1707746,8008.591797,6.0,5.0,0.006259177166396788
1818,10.156,12926.497,187,0.0,8455.024414,5.0,1.0,0.0007856730249502244
1805,11.008,8318.49,187,915.0037984,12335.08984,4.0,7.0,0.0013233170924049917
1821,12.192,7731.751,187,77.85373728,10154.13184,3.0,2.0,0.0015768743716656163
1819,14.202,8183.359,187,98.5242051,11832.79492,2.0,3.0,0.0017354731718356728
1854,23.528,3769.235,187,263.3214132,19638.41797,1.0,4.0,0.006242115442523483
3418,4.672,6061.201,188,846.6646872000001,3764.753174,6.0,5.0,0.0007708043339925536
3587,6.33,7814.564,188,24.86213423,5101.466797,5.0,2.0,0.0008100259976116389
3427,7.612999999999999,6729.653,188,306.2175888000001,6136.178711,4.0,4.0,0.0011312618941868174
3588,8.097000000000001,7426.874,188,210.9223206,6526.939941,3.0,3.0,0.001090229886759894
3452,14.75,20341.562,188,898.4422332999999,11898.66992,2.0,6.0,0.0007251163897836361
