Site_ID,SedRed,Cost,NEAR_FID,NEAR_DIST,area_m2,Sedrank,bcr,bcr_epis,SedRed_epis
14070,27.726,9419.872,574,967.1021174,23028.35547,7,0.002943352,0.002943352,27.726
14758,33.691,27044.728,574,524.8502612,31926.82227,6,0.001245751,0.001245751,33.691
14763,33.971,14164.706,574,1016.07392,32202.50195,5,0.002398285,0.002398285,33.971
14760,43.483,12048.693,574,545.251774,36725.00391,4,0.003608939,0.003608939,43.483
14071,44.021,25878.363,574,43.40542821,42088.59375,3,0.001701074,0.001701074,44.021
14077,53.546,13729.045,574,237.4628411,45479.94922,2,0.003900198,0.003900198,53.546
14069,104.09,21990.449,574,698.6887326,88523.40625,1,0.004733419,0.004733419,104.09
16067,8.899,6332.296,575,1479.305603,6941.508789,6,0.001405335,0,0
16065,10.474,6604.464,575,1687.590773,8359.553711,5,0.001585897,0,0
16062,14.804,7352.975,575,2166.525517,12259.43555,4,0.002013335,0,0
16061,20.034,8256.979,575,2245.105391,16969.4668,3,0.002426311,0.002426311,20.034
16068,24.253,8986.608,575,1531.080776,20770.9707,2,0.002698794,0.002698794,24.253
16070,111.538,23908.792,575,992.1300131,98518.32813,1,0.004665146,0.004665146,111.538
18514,4.578,5938.518,579,1275.256755,3121.549072,7,0.000770899,0,0
17593,4.889,6024.651,579,1613.981497,3408.028809,6,0.000811499,0,0
18515,7.232,1068.122,579,368.2017188,5565.112305,5,0.006770762,0,0
17603,8.13,6921.664,579,1372.674263,6391.529785,4,0.001174573,0.001174573,8.13
18520,14.188,7297.695,579,259.1435414,11971.41895,3,0.001944176,0.001944176,14.188
18518,25.748,21437.523,579,0,22619.85742,2,0.001201072,0.001201072,25.748
17604,29.739,15764.559,579,1578.709255,26294.51953,1,0.001886447,0.001886447,29.739
15262,5.509,5814.615,580,323.0371718,4244.293457,6,0.00094744,0,0
15261,5.923,892.775,580,612.9564248,4651.524414,5,0.00663437,0,0
15816,9.24,1517.945,580,57.83003893,7908.776856,4,0.006087177,0,0
15263,9.503,12232.807,580,421.9434512,7845.530762,3,0.000776845,0.000776845,9.503
15817,28.122,9879.64,580,235.1048348,25423.83203,2,0.00284646,0.00284646,28.122
15264,46.379,42974.403,580,400.2661588,43229.33594,1,0.001079224,0.001079224,46.379
15238,5.128,5680.787,584,371.4609012,3547.026856,14,0.000902692,0,0
15215,5.386,725.281,584,285.7519963,3778.850342,13,0.007426087,0,0
15518,5.786,5794.507,584,2365.000392,4139.53125,12,0.000998532,0,0
15509,9.947,1513.447,584,1234.038039,7885.339844,11,0.006572414,0,0
15510,11.234,6735.784,584,1036.153711,9043.759766,10,0.001667809,0,0
15512,11.318,6750.365,584,1271.817453,9119.729492,9,0.00167665,0,0
15514,17.041,7739.595,584,1580.62695,14273.79785,8,0.002201795,0,0
15508,26.728,9414.726,584,1327.138522,23001.54492,7,0.002838957,0.002838957,26.728
15517,26.944,9451.951,584,2567.635413,23195.49219,6,0.002850628,0.002850628,26.944
15507,31.019,10156.827,584,1732.15776,26868.03125,5,0.003054005,0.003054005,31.019
15240,32.378,10392.072,584,2011.249701,28093.70117,4,0.003115644,0.003115644,32.378
15516,34.024,10676.822,584,1921.243852,29577.29883,3,0.003186716,0.003186716,34.024
15515,42.444,17134.057,584,978.4586277,37169.76563,2,0.002477172,0.002477172,42.444
15511,46.539,17842.894,584,505.4547069,40862.9375,1,0.002608265,0.002608265,46.539
5623,6.377,5985.507,587,585.7980924,5134.675293,3,0.001065407,0,0
7271,12.73,7192.617,587,720.7022603,11423.94238,2,0.00176987,0.00176987,12.73
7282,331.132,72482.369,587,0,325544.7813,1,0.004568449,0.004568449,331.132
12335,7.7,6888.927,588,86.53021663,6282.645996,2,0.001117736,0,0
12332,9.623,6561.826,588,467.8664433,8137.402344,1,0.001466513,0.001466513,9.623
15305,5.735,5823.456,593,508.7924112,4290.358887,8,0.00098481,0,0
14627,6.29,11426.428,593,838.7223043,5012.114258,7,0.000550478,0,0
14626,7.637,6167.874,593,730.7532276,6084.842773,6,0.00123819,0,0
14114,13.521,7233.623,593,569.2702242,11637.58984,5,0.001869188,0,0
15314,13.708,7360.682,593,925.8422872,12299.59375,4,0.001862327,0.001862327,13.708
14628,17.644,7980.717,593,333.8453057,15530.08984,3,0.002210829,0.002210829,17.644
15312,21.654,8707.377,593,753.2605298,19316.12305,2,0.002486857,0.002486857,21.654
14629,42.279,15723.27,593,445.0970957,37678.90625,1,0.002688944,0.002688944,42.279
12863,17.789,3112.476,598,36.28133375,16216.57813,2,0.005715385,0,0
12874,42.918,16287.02,598,168.3834855,39659.78516,1,0.002635105,0.002635105,42.918
17188,5.346,731.224,647,221.2217303,3809.812256,1,0.007311029,0.007311029,5.346
16312,5.505,11333.48,652,686.8341105,4435.207031,14,0.000485729,0,0
16322,6.381,11604.091,652,206.7203811,5335.268555,13,0.000549892,0,0
15421,6.769,11723.867,652,865.4500396,5733.650391,12,0.000577369,0,0
15925,7.656,6275.272,652,333.9017566,6644.407227,11,0.001220027,0,0
16327,14.848,7693.472,652,31.12986566,14033.48828,10,0.001929948,0,0
15402,16.513,8022.579,652,2218.818905,15748.19727,9,0.002058316,0,0
15918,16.895,14851.658,652,667.2460091,16136.80273,8,0.001137583,0,0
16333,18.8,27425.973,652,477.6477991,18139.37695,7,0.000685482,0.000685482,18.8
15416,19.305,15596.283,652,1036.488835,18613.45703,6,0.001237795,0.001237795,19.305
15395,26.576,17842.966,652,1217.691429,26086.01172,5,0.001489438,0.001489438,26.576
15410,27.651,10218.979,652,1394.994663,27191.85156,4,0.002705848,0.002705848,27.651
15407,30.691,15818.668,652,1886.715813,30316.34375,3,0.001940176,0.001940176,30.691
15408,34.725,11614.753,652,1694.453694,34464.09375,2,0.002989732,0.002989732,34.725
16326,49.772,25215.093,652,249.1221236,50605.99609,1,0.001973897,0.001973897,49.772
13459,8.189,6310.852,655,211.4060564,6829.781738,1,0.001297606,0.001297606,8.189
14524,4.502,6215.338,664,226.6139518,3221.483154,29,0.000724337,0,0
14518,4.777,5992.768,664,256.4781815,3488.340332,28,0.000797127,0,0
14550,4.915,6091.989,664,943.3758993,3631.999023,27,0.000806797,0,0
14529,5.117,6151.274,664,855.5322717,3829.182129,26,0.00083186,0,0
14543,5.269,6195.752,664,785.5869441,3977.117188,25,0.000850421,0,0
14544,5.535,6273.594,664,981.6644177,4236.021973,24,0.000882269,0,0
14520,5.699,11247.645,664,226.5900482,4383.913574,23,0.000506684,0,0
14542,5.817,6356.283,664,651.1220382,4511.048828,22,0.000915157,0,0
13955,5.86,11278.908,664,463.0783663,4493.765625,21,0.000519554,0,0
15772,5.922,11309.417,664,1361.286416,4600.966309,20,0.000523634,0,0
14539,6.49,17026.65,664,538.8589604,5152.644531,19,0.000381167,0,0
14541,7.164,12290.408,664,410.1028984,5823.23584,18,0.000582894,0,0
14519,7.379,11694.728,664,362.6934413,5954.852539,17,0.000630968,0,0
14545,7.404,6821.283,664,666.9299318,6057.658691,16,0.001085426,0,0
15218,9.219,17221.309,664,1543.847709,7805.126465,15,0.000535325,0.000535325,9.219
15771,9.849,6615.554,664,987.9491963,8417.334961,14,0.001488764,0.001488764,9.849
15770,10.252,6690.804,664,971.7321771,8809.40625,13,0.001532252,0.001532252,10.252
14525,11.983,13957.824,664,465.0111941,10490.95801,12,0.000858515,0.000858515,11.983
14530,13.463,8395.231,664,658.5341709,11930,11,0.001603649,0.001603649,13.463
14527,13.61,8435.949,664,762.9332573,12073.07227,10,0.001613334,0.001613334,13.61
14521,15.592,13943.31,664,520.4439476,13855.81055,9,0.001118242,0.001118242,15.592
14522,15.654,2698.456,664,327.36476,14059.45898,8,0.005801095,0.005801095,15.654
14528,17.102,14401.749,664,590.7333474,15466.65234,7,0.001187495,0.001187495,17.102
14510,17.576,9532.952,664,1482.919593,15927.66602,6,0.00184371,0.00184371,17.576
15775,22.586,22567.079,664,1151.759134,20921.28516,5,0.001000838,0.001000838,22.586
13973,22.865,34927.175,664,1089.165635,21125.02734,4,0.000654648,0.000654648,22.865
14526,33.243,10980.476,664,987.005139,31159.39453,3,0.003027464,0.003027464,33.243
14511,81.406,42802.253,664,1272.451091,76867.02344,2,0.001901909,0.001901909,81.406
14523,88.599,33869.059,664,0,83869.94531,1,0.002615927,0.002615927,88.599
18067,4.47,6383.648,666,714.5139388,3379.827637,18,0.000700227,0,0
17535,5.912,5918.802,666,1186.688784,4787.128906,17,0.000998851,0,0
17532,6.3,5994.187,666,1262.493938,5179.900879,16,0.001051018,0,0
17539,6.747,7306.115,666,1287.693051,5633.131348,15,0.000923473,0,0
17530,8.114,1368.725,666,90.76196417,7131.312012,14,0.005928145,0,0
17524,8.12,6369.774,666,900.9062426,7136.779785,13,0.001274771,0,0
17536,8.597,6464.143,666,800.3663299,7628.458008,12,0.001329952,0,0
17533,9.492,31014.169,666,1085.744836,8549.666016,11,0.000306054,0,0
18063,11.146,20065.678,666,409.6092582,10090.0166,10,0.000555476,0,0
17540,11.412,6988.392,666,499.2958357,10359.89453,9,0.001632994,0.001632994,11.412
18068,11.845,13298.807,666,886.0522605,10971.96191,8,0.000890681,0.000890681,11.845
17525,14.382,13866.197,666,768.132057,13584.85742,7,0.001037199,0.001037199,14.382
17072,27.992,25686.009,666,1593.984136,27168.58203,6,0.001089776,0.001089776,27.992
18065,32.007,33345.979,666,229.9181509,31738.9375,5,0.000959846,0.000959846,32.007
17534,35.283,28594.959,666,1569.985427,34564.42578,4,0.001233889,0.001233889,35.283
17529,56.254,28223.475,666,0,56727.83594,3,0.001993163,0.001993163,56.254
17052,117.122,32707.104,666,1261.851572,118308.2422,2,0.003580935,0.003580935,117.122
18069,170.929,121653.462,666,1025.249279,170145.5781,1,0.001405048,0.001405048,170.929
12072,3.076,10579.241,667,360.8297531,3017.953369,4,0.000290758,0,0
12751,5.17,750.008,667,834.6874373,3907.681885,3,0.00689326,0,0
12748,6.789,5996.794,667,897.3584989,5193.481445,2,0.001132105,0.001132105,6.789
12746,45.141,17838.312,667,555.3531685,40839.06641,1,0.002530565,0.002530565,45.141
14459,7.253,6660.465,674,1088.612789,5834.463379,2,0.001088963,0,0
14460,59.556,40009.852,674,1182.637377,55044.46875,1,0.001488533,0.001488533,59.556
15230,8.633,6234.546,675,932.547942,6432.216309,4,0.001384704,0,0
15229,19.211,7989.825,675,319.9388956,15577.54297,3,0.002404433,0,0
14484,30.247,14822.687,675,382.6355434,25127.09766,2,0.002040588,0.002040588,30.247
15231,88.601,19343.182,675,381.0571697,74730.64844,1,0.004580477,0.004580477,88.601
17189,5.503,11188.662,677,210.5049484,3953.537109,2,0.000491837,0,0
17191,11.394,11794.951,677,348.0847531,9352.03125,1,0.000966007,0.000966007,11.394
12871,5.076,727.618,678,88.35958235,3791.026123,1,0.006976188,0.006976188,5.076
13583,5.789,6329.958,679,116.8929523,4423.490723,1,0.00091454,0.00091454,5.789
17068,4.86,6547.774,680,1167.115364,3780.737793,8,0.000742237,0,0
17060,5.994,10957.32,680,211.1789684,4987.816895,7,0.000547032,0,0
17063,9.625,17433.021,680,371.944889,8549.030273,6,0.000552113,0,0
17062,17.302,13209.923,680,17.84193695,16724.29883,5,0.001309773,0,0
17042,18.18,17223.793,680,1800.709628,17645.51367,4,0.001055517,0.001055517,18.18
17050,33.183,28603.901,680,1172.239747,33230.16406,3,0.001160087,0.001160087,33.183
17058,77.658,36633.159,680,0,77270.11719,2,0.002119883,0.002119883,77.658
17064,78.187,24764.018,680,591.9654484,76923.28125,1,0.003157282,0.003157282,78.187
13442,12.544,8172.292,687,97.48631,11146.64746,1,0.001534943,0.001534943,12.544
12752,3.08,5579.881,690,415.221462,3021.286865,4,0.000551983,0,0
12740,9.794,6690.802,690,851.9841153,8809.391602,3,0.001463801,0,0
12733,33.604,34963.147,690,0,31841.57422,2,0.000961126,0.000961126,33.604
12741,82.588,20776.226,690,354.987479,82197.07813,1,0.00397512,0.00397512,82.588
14075,5.053,5643.217,691,855.0765142,3351.282715,12,0.000895411,0,0
14074,5.683,5748.161,691,916.2417102,3898.060303,11,0.000988664,0,0
14082,5.951,5792.644,691,862.7263042,4129.823242,10,0.001027337,0,0
14078,6.293,5879.646,691,286.3238381,4583.120117,9,0.001070303,0,0
14808,7.453,1079.528,691,141.3454465,5624.542969,8,0.006903943,0,0
14073,9.041,6307.115,691,1235.425265,6810.314941,7,0.00143346,0,0
15453,9.154,6372.587,691,977.167305,7151.432617,6,0.001436465,0.001436465,9.154
14076,9.483,6489.955,691,683.4277723,7762.942871,5,0.001461181,0.001461181,9.483
14086,18.719,3021.238,691,1086.719215,15741.21387,4,0.006195805,0.006195805,18.719
14810,66.411,34005.328,691,78.6747553,58637.66406,3,0.001952959,0.001952959,66.411
14087,69.356,34653.407,691,645.158572,60220.72266,2,0.002001419,0.002001419,69.356
14080,346.08,62320.216,691,865.4218331,298649,1,0.005553254,0.005553254,346.08
18181,5.57,770.702,697,0,4015.501709,6,0.007227177,0,0
18183,5.805,811.963,697,377.1498598,4230.479492,5,0.007149341,0,0
18182,7.269,1069.432,697,12.07662953,5571.938477,4,0.006797066,0,0
17192,38.799,6617.381,697,397.8458043,34477.78516,3,0.005863196,0.005863196,38.799
17195,39.354,19957.258,697,222.0284627,34987.33203,2,0.001971914,0.001971914,39.354
18185,57.726,9950.83,697,276.6688689,51845.67969,1,0.005801124,0.005801124,57.726
15889,3.083,606.499,731,469.5532436,3159.972412,7,0.005083273,0,0
15898,6.249,5996.125,731,211.6972097,5189.998535,6,0.001042173,0,0
15888,6.885,6121.231,731,315.9146512,5841.820801,5,0.001124774,0,0
15900,11.391,7008.067,731,404.4221255,10462.4043,4,0.001625413,0.001625413,11.391
15901,18.227,8353.704,731,629.2165327,17473.42383,3,0.002181906,0.002181906,18.227
15886,30.07,10685.607,731,0,29623.07227,2,0.002814066,0.002814066,30.07
15891,112.984,68853.183,731,250.7484781,113591.9922,1,0.001640941,0.001640941,112.984
10285,2.758,585.9,742,799.153042,3052.647461,5,0.004707288,0,0
9430,3.343,20804.322,742,346.8314979,4190.665039,4,0.000160688,0,0
9429,5.207,6398.923,742,1715.247527,7288.651856,3,0.000813731,0.000813731,5.207
9431,30.042,25336.861,742,1480.018673,53856.96875,2,0.001185703,0.001185703,30.042
9462,126.667,55223.868,742,0,209573.8438,1,0.0022937,0.0022937,126.667
10646,8.732,1486.611,763,131.9980031,7745.522461,2,0.005873763,0,0
10648,11.464,2025.041,763,0,10550.84277,1,0.00566112,0.00566112,11.464
8867,3.364,5650.418,772,760.754158,3388.798584,2,0.000595354,0,0
8869,4.431,1152.678,772,276.6855637,6005.664551,1,0.003844092,0.003844092,4.431
9464,3.049,5603.182,775,278.9923232,3142.689453,5,0.000544155,0,0
9465,5.952,11544.634,775,85.30083571,8047.828613,4,0.000515564,0,0
10288,11.834,13973.491,775,490.9137133,20702.62891,3,0.000846889,0.000846889,11.834
9461,42.073,27938.67,775,314.0917736,67412.88281,2,0.001505906,0.001505906,42.073
10294,113.907,55947.479,775,257.2577301,187293.0625,1,0.002035963,0.002035963,113.907
10956,4.484,626.474,782,1339.435648,3264.046875,13,0.00715752,0,0
10957,5.366,5823.335,782,1468.027519,4289.728516,12,0.000921465,0,0
10969,5.733,5895.612,782,975.0184195,4666.304199,11,0.000972418,0,0
10649,5.977,5943.734,782,0,4917.029785,10,0.001005597,0,0
10955,6.784,1063.666,782,793.769097,5541.896973,9,0.006377942,0,0
10966,7.229,6190.42,782,795.6016185,6202.307617,8,0.001167772,0,0
10959,24.724,4476.441,782,1463.599585,23323.08984,7,0.005523138,0.005523138,24.724
9993,36.255,11871.106,782,953.7938244,35799.74219,6,0.003054054,0.003054054,36.255
10965,49,14428.983,782,728.0060325,49126.75781,5,0.003395943,0.003395943,49
10953,50.226,14335.425,782,438.2233013,48639.30469,4,0.003503628,0.003503628,50.226
10968,62.973,16954.067,782,439.3253188,62282.91797,3,0.00371433,0.00371433,62.973
10954,71.493,18637.423,782,30.28803077,71053.51563,2,0.003835992,0.003835992,71.493
10958,152.371,34411.689,782,906.1292981,153240.375,1,0.004427885,0.004427885,152.371
9622,43.53,31987.375,783,179.1189169,44558.01563,1,0.001360849,0.001360849,43.53
6791,7.282,1216.048,787,0,6335.838379,1,0.00598825,0.00598825,7.282
11037,3.013,5658.677,789,1183.240489,3431.831787,1,0.000532457,0.000532457,3.013
10652,7.849,6312.57,790,408.0047365,6838.731934,4,0.001243392,0,0
10007,14.778,7678.164,790,37.83053925,13953.73242,3,0.001924679,0,0
9948,44.92,23877.604,790,42.83869104,46253.97266,2,0.001881261,0.001881261,44.92
10650,189.938,46630.525,790,0,190851.8594,1,0.004073255,0.004073255,189.938
10801,4.042,6085.361,793,287.846088,5654.935547,1,0.000664217,0.000664217,4.042
7878,97.651,23959.594,796,325.3393255,98783.01563,1,0.004075653,0.004075653,97.651
3514,0.23,658.618,804,956.5662079,3431.522949,2,0.000349216,0,0
3513,1.394,22267.575,804,692.2124517,20996.95313,1,6.26E-05,6.26E-05,1.394
14562,4.641,5645.82,805,547.1241751,3364.844971,3,0.000822024,0,0
15259,6.956,11604.144,805,743.012611,5636.563477,2,0.000599441,0.000599441,6.956
14558,7.323,11701.315,805,367.3160575,5977.997559,1,0.000625827,0.000625827,7.323
3508,0.961,13761.919,807,443.3846046,19600.30078,2,6.98E-05,0,0
3506,2.067,8183.831,807,44.80376514,42639.28516,1,0.000252571,0.000252571,2.067
9628,18.885,14842.492,811,27.46663478,17999.92383,1,0.00127236,0.00127236,18.885
18689,8.345,11391.864,818,416.5402356,7251.868164,5,0.00073254,0,0
18686,9.268,12461.417,818,1015.672816,8186.769531,4,0.000743736,0,0
18688,10.613,12871.447,818,736.9789649,9550.545898,3,0.000824538,0.000824538,10.613
18075,15.206,2726.463,818,1031.750578,14205.37988,2,0.005577189,0.005577189,15.206
18684,173.558,66961.999,818,740.3056626,172827.6406,1,0.002591888,0.002591888,173.558
11547,3.498,5833.581,819,216.9834238,4343.111816,2,0.000599632,0,0
11039,105.1,51502.231,819,815.9721549,190183.4219,1,0.002040688,0.002040688,105.1
11589,4.596,5661.555,820,928.8661295,3446.822998,10,0.000811791,0,0
11591,5.281,10794.593,820,673.3788352,4139.978027,9,0.000489226,0,0
11590,6.861,6133.008,820,912.4728415,5903.181152,8,0.001118701,0,0
11592,7.663,1314.403,820,128.4853,6848.282227,7,0.005830023,0,0
11588,8.917,6500.317,820,1766.864833,7816.933106,6,0.001371779,0,0
12141,9.824,16753.197,820,395.4351452,9134.484375,5,0.000586396,0.000586396,9.824
11595,11.119,6927.829,820,614.4098014,10044.34961,4,0.001604976,0.001604976,11.119
11596,23.409,9511.254,820,412.8800766,23504.47461,3,0.00246119,0.00246119,23.409
11593,71.813,18880.394,820,0,72319.4375,2,0.003803575,0.003803575,71.813
11619,106.537,25595.328,820,17.74759051,107305.4922,1,0.004162361,0.004162361,106.537
9820,65.532,32032.968,821,148.8499237,114795.8672,1,0.002045767,0.002045767,65.532
10293,3.087,5615.705,824,235.4239653,3207.937744,2,0.000549708,0,0
9463,11.162,18236.189,824,375.412809,16861.14648,1,0.00061208,0.00061208,11.162
4889,4.325,10619.426,825,914.9611803,3227.325928,9,0.000407272,0,0
4879,7.084,11164.214,825,1029.437104,6065.771484,8,0.000634527,0,0
4885,12.157,12166.003,825,951.5993107,11285.2793,7,0.00099926,0,0
4892,18.856,8489.057,825,410.5092795,18178.63477,6,0.002221213,0,0
4875,21.348,13981.453,825,1092.525432,20744.11133,5,0.00152688,0.00152688,21.348
4891,25.876,17161.131,825,620.6445045,25405.07813,4,0.001507826,0.001507826,25.876
4881,38.425,25804.109,825,841.5294383,38329.03516,3,0.001489104,0.001489104,38.425
4890,60.13,21415.006,825,351.3016795,59474.30469,2,0.002807844,0.002807844,60.13
4893,61.267,16639.99,825,0,60646.51563,1,0.003681913,0.003681913,61.267
7295,7.837,6303.403,826,0,6790.970215,1,0.001243297,0.001243297,7.837
15352,5.054,6072.396,837,1031.391924,3768.132568,9,0.000832291,0,0
15353,7.19,7206.801,837,705.6873565,5849.542969,8,0.000997669,0,0
15358,7.43,6731.153,837,323.6698882,6082.842773,7,0.001103823,0,0
15362,7.734,7406.604,837,415.1674088,6379.156738,6,0.001044203,0,0
15355,13.103,8304.793,837,856.9089618,11612.22266,5,0.001577764,0.001577764,13.103
15365,18.663,11425.225,837,654.3494897,17031.26953,4,0.001633491,0.001633491,18.663
15366,18.715,11444.357,837,0,17081.98438,3,0.001635304,0.001635304,18.715
15348,31.694,13530.156,837,1065.789456,29972.85156,2,0.002342471,0.002342471,31.694
15356,59.673,20899.034,837,214.0237844,55865.25781,1,0.002855299,0.002855299,59.673
10922,54.964,13980.746,841,224.7506919,46791.35938,1,0.003931407,0.003931407,54.964
3860,12.478,1989.155,843,164.1474364,10363.86816,1,0.006273015,0.006273015,12.478
10059,4.767,6335.663,848,866.3130619,6959.052246,4,0.000752407,0,0
10292,8.777,2801.946,848,0,14598.66211,3,0.003132466,0,0
12167,14.834,7669.526,848,1489.769408,13908.72852,2,0.001934148,0.001934148,14.834
10960,16.904,8097.277,848,1340.115405,16137.3916,1,0.002087615,0.002087615,16.904
11033,3.337,5775.778,867,1041.925292,4041.945557,5,0.000577758,0,0
11031,3.464,5821.316,867,577.6246782,4279.20752,4,0.000595054,0,0
11035,4.681,6260.736,867,1433.574418,6568.666992,3,0.000747676,0.000747676,4.681
11032,15.647,20222.29,867,193.8102796,27209.10352,2,0.00077375,0.00077375,15.647
11036,23.513,22639.185,867,828.9946691,39801.57813,1,0.001038597,0.001038597,23.513
10810,14.996,10100.209,872,584.6719025,26573.04102,1,0.001484722,0.001484722,14.996
12744,4.889,5658.631,876,1094.775641,3431.589111,14,0.00086399,0,0
12745,5.327,5736.631,876,692.698731,3837.983887,13,0.000928594,0,0
11831,6,817.292,876,705.0981519,4258.242676,12,0.007341317,0,0
11824,7.262,6080.912,876,766.4314553,5631.751953,11,0.001194229,0,0
11564,7.578,6137.235,876,724.1439173,5925.20752,10,0.001234758,0,0
12750,9.269,6438.337,876,1061.714684,7494.001465,9,0.001439657,0,0
12749,13.58,7206.034,876,1163.578823,11493.84668,8,0.001884532,0,0
12747,18.903,8154.561,876,822.8417252,16435.85156,7,0.002318089,0.002318089,18.903
11826,24.353,9126.286,876,391.901034,21498.7207,6,0.002668446,0.002668446,24.353
12500,49.456,13609.862,876,449.2579523,44858.98438,5,0.003633836,0.003633836,49.456
11566,54.389,14492.453,876,968.6179061,49457.44922,4,0.003752919,0.003752919,54.389
11829,56.351,9383.45,876,509.0361569,48889.52344,3,0.006005361,0.006005361,56.351
11565,56.873,14937.192,876,195.9281673,51774.62109,2,0.003807476,0.003807476,56.873
11830,754.321,147282.604,876,0,715267.9375,1,0.005121589,0.005121589,754.321
9565,7.464,1272.13,890,379.0835366,6628.032715,1,0.005867325,0.005867325,7.464
11500,2.914,5674.666,898,659.7786988,3515.134766,5,0.00051351,0,0
11509,3.171,5754.327,898,770.6604594,3930.181885,4,0.000551064,0,0
11514,3.393,5838.765,898,1037.385205,4370.123047,3,0.000581116,0.000581116,3.393
11123,8.544,7874.004,898,427.0642631,14974.09473,2,0.00108509,0.00108509,8.544
11502,16.1,10826.161,898,623.0210111,30355.38281,1,0.001487138,0.001487138,16.1
10914,13.954,6946.033,899,368.2146056,10139.19434,1,0.002008916,0.002008916,13.954
9354,2.863,5583.107,907,1487.527752,3038.09375,2,0.000512797,0,0
8581,4.313,6087.628,907,1221.381263,5666.743164,1,0.000708486,0.000708486,4.313
9630,10.588,12694.628,913,241.1921908,9559.554688,2,0.000834054,0,0
9633,80.078,37312.374,913,0,79156.15625,1,0.002146151,0.002146151,80.078
11300,5.858,5831.015,920,344.4733733,4329.744141,3,0.001004628,0,0
11297,7.469,11066.895,920,152.0539455,5558.720703,2,0.000674896,0.000674896,7.469
11563,7.487,6121.078,920,958.5352769,5841.024414,1,0.001223151,0.001223151,7.487
11501,3.338,5840.069,927,676.1683188,4376.916992,10,0.000571569,0,0
11458,4.313,5580.564,927,54.10458775,3024.845947,9,0.000772861,0,0
12021,5.72,11770.711,927,135.3679253,9225.736328,8,0.000485952,0,0
11459,6.186,5928.599,927,22.71964418,4838.175293,7,0.001043417,0,0
11124,7.537,6179.456,927,156.2449283,6145.185547,6,0.001219687,0,0
11091,8.539,7653.627,927,39.98247139,13825.89063,5,0.00111568,0.00111568,8.539
11088,8.922,7792.11,927,501.0517987,14547.41113,4,0.001145004,0.001145004,8.922
11460,16.334,7813.961,927,97.73221291,14661.25879,3,0.002090361,0.002090361,16.334
11125,16.496,10529.553,927,26.1229833,28810,2,0.001566638,0.001566638,16.496
11461,17.282,16288.303,927,0,32763.22852,1,0.001061007,0.001061007,17.282
4587,6.282,10897.15,931,831.7347022,4674.316406,3,0.000576481,0,0
4589,10.484,11637.618,931,1033.282808,8532.296875,2,0.000900872,0.000900872,10.484
3079,186.5,42375.585,931,467.4891878,168682.8281,1,0.004401119,0.004401119,186.5
11090,3.98,6007.774,940,295.6457185,5250.691895,3,0.000662475,0,0
11449,4.841,5678.687,940,35.40119726,3536.084961,2,0.000852486,0.000852486,4.841
11451,320.978,68321.59,940,14.65027751,303866.3438,1,0.004698046,0.004698046,320.978
5964,14.082,7550.217,943,239.6604017,13287.10547,2,0.001865112,0,0
7247,18.58,8439.935,943,62.95852032,17922.70313,1,0.002201439,0.002201439,18.58
11538,3.2,10742.624,954,869.1150363,3869.211426,10,0.000297879,0,0
11541,4.95,5737.316,954,1227.399638,3841.556152,9,0.000862773,0,0
11540,7.266,7244.061,954,969.7158594,11691.97461,8,0.001003029,0,0
11526,7.375,11212.564,954,134.8797522,6317.686523,7,0.000657744,0,0
11543,7.66,11268.571,954,647.4085256,6609.493164,6,0.000679767,0,0
11545,12.586,12233.995,954,545.2343098,11639.52832,5,0.001028773,0.001028773,12.586
11539,15.311,10216.454,954,954.0073723,27178.69531,4,0.001498661,0.001498661,15.311
11544,20.077,8702.636,954,180.6205884,19291.42383,3,0.002307002,0.002307002,20.077
11546,26.128,14889.232,954,256.598603,25473.80859,2,0.001754825,0.001754825,26.128
11542,129.677,29767.907,954,493.2432491,129045.4063,1,0.004356269,0.004356269,129.677
12584,7.28,7206.182,1004,108.2393587,5389.027344,1,0.001010244,0.001010244,7.28
12697,41.95,17354.959,1011,304.0787619,38320.70703,1,0.002417177,0.002417177,41.95
18158,4.714,636.168,1033,170.543467,3314.553711,4,0.007409992,0,0
17605,6.084,883.109,1033,342.4727831,4601.162598,3,0.006889297,0,0
18148,11.064,1752.003,1033,1394.140747,9128.263672,2,0.006315058,0.006315058,11.064
18163,12.555,17990.217,1033,774.1084049,10506.87891,1,0.000697879,0.000697879,12.555
15168,16.572,12713.095,1043,506.0372811,14135.72852,3,0.001303538,0,0
15166,23.507,8936.638,1043,0,20510.61523,2,0.002630408,0.002630408,23.507
14809,24.295,14075.594,1043,497.037432,21234.60352,1,0.001726037,0.001726037,24.295
12147,6.101,11562.275,1139,36.30252896,5196.188965,1,0.000527664,0.000527664,6.101
14781,17.267,20438.39,1144,0,15712.20313,1,0.000844832,0.000844832,17.267
12868,8.107,6294.829,1167,0,6746.29834,3,0.001287882,0,0
12867,27.802,9981.34,1167,0,25953.71094,2,0.002785398,0.002785398,27.802
12742,144.275,64452.963,1167,620.0148482,144337.8438,1,0.002238454,0.002238454,144.275
16053,5.006,5683.567,1175,1183.701099,3561.513916,3,0.000880785,0,0
16054,7.243,11698.319,1175,839.0204861,5648.676758,2,0.000619149,0.000619149,7.243
16058,17.812,21127.651,1175,869.8397185,14967.97559,1,0.000843066,0.000843066,17.812
11505,15.347,10532.17,1255,233.7213015,28823.63672,3,0.001457155,0,0
