f1,f2,prob,repl,algorithm
0.0,0.0,maple_whole,2,EA_bcrseeds
5.386,725.2810000000003,maple_whole,2,EA_bcrseeds
10.536000000000001,1308.505,maple_whole,2,EA_bcrseeds
11.002,1399.9120000000005,maple_whole,2,EA_bcrseeds
15.922,2033.7860000000005,maple_whole,2,EA_bcrseeds
15.974,2036.433,maple_whole,2,EA_bcrseeds
21.36,2761.7140000000004,maple_whole,2,EA_bcrseeds
28.913999999999998,5290.711000000001,maple_whole,2,EA_bcrseeds
42.577000000000005,9142.144,maple_whole,2,EA_bcrseeds
43.781,11934.435000000001,maple_whole,2,EA_bcrseeds
68.00400000000002,13676.561000000002,maple_whole,2,EA_bcrseeds
98.703,20861.458000000002,maple_whole,2,EA_bcrseeds
113.72200000000001,28355.912999999997,maple_whole,2,EA_bcrseeds
187.758,29755.35,maple_whole,2,EA_bcrseeds
218.456,34722.27099999999,maple_whole,2,EA_bcrseeds
223.17,35358.439,maple_whole,2,EA_bcrseeds
228.255,36145.397,maple_whole,2,EA_bcrseeds
266.36,42912.419,maple_whole,2,EA_bcrseeds
271.61699999999996,43663.655,maple_whole,2,EA_bcrseeds
275.81,44571.051999999996,maple_whole,2,EA_bcrseeds
278.579,45032.32800000001,maple_whole,2,EA_bcrseeds
280.72999999999996,45204.926,maple_whole,2,EA_bcrseeds
285.05899999999997,46094.913000000015,maple_whole,2,EA_bcrseeds
288.244,46364.027,maple_whole,2,EA_bcrseeds
291.431,46954.47800000002,maple_whole,2,EA_bcrseeds
294.421,47365.115000000005,maple_whole,2,EA_bcrseeds
296.389,47661.56200000002,maple_whole,2,EA_bcrseeds
296.801,47677.21900000001,maple_whole,2,EA_bcrseeds
297.47400000000005,47924.392000000014,maple_whole,2,EA_bcrseeds
299.59299999999996,48066.810000000005,maple_whole,2,EA_bcrseeds
303.17199999999997,48704.035,maple_whole,2,EA_bcrseeds
303.65899999999993,48774.629,maple_whole,2,EA_bcrseeds
303.846,48783.95700000002,maple_whole,2,EA_bcrseeds
304.258,48799.61400000001,maple_whole,2,EA_bcrseeds
309.162,49583.97,maple_whole,2,EA_bcrseeds
311.31,50056.087000000014,maple_whole,2,EA_bcrseeds
311.722,50071.744000000006,maple_whole,2,EA_bcrseeds
312.998,50315.511000000006,maple_whole,2,EA_bcrseeds
316.44,50830.64900000001,maple_whole,2,EA_bcrseeds
317.712,50951.679000000004,maple_whole,2,EA_bcrseeds
320.6420000000001,51821.667000000016,maple_whole,2,EA_bcrseeds
325.35600000000005,52457.835000000014,maple_whole,2,EA_bcrseeds
339.857,54512.595000000016,maple_whole,2,EA_bcrseeds
342.163,54743.45000000002,maple_whole,2,EA_bcrseeds
344.32700000000006,56012.17500000001,maple_whole,2,EA_bcrseeds
351.21400000000006,56668.036000000015,maple_whole,2,EA_bcrseeds
355.05300000000005,57316.843000000015,maple_whole,2,EA_bcrseeds
361.13700000000006,58199.95200000001,maple_whole,2,EA_bcrseeds
367.43700000000007,58683.83200000002,maple_whole,2,EA_bcrseeds
373.4270000000001,59563.767000000014,maple_whole,2,EA_bcrseeds
373.7740000000001,59765.504000000015,maple_whole,2,EA_bcrseeds
374.8590000000001,60269.356000000014,maple_whole,2,EA_bcrseeds
378.24000000000007,60279.254000000015,maple_whole,2,EA_bcrseeds
378.9060000000001,60537.09200000001,maple_whole,2,EA_bcrseeds
386.2350000000001,61874.572000000015,maple_whole,2,EA_bcrseeds
389.3350000000001,61927.210000000014,maple_whole,2,EA_bcrseeds
391.51900000000006,62265.67700000002,maple_whole,2,EA_bcrseeds
391.8510000000001,62549.203000000016,maple_whole,2,EA_bcrseeds
394.2550000000001,62561.08400000002,maple_whole,2,EA_bcrseeds
395.28700000000003,63293.13400000001,maple_whole,2,EA_bcrseeds
397.07400000000007,63849.96900000002,maple_whole,2,EA_bcrseeds
398.4440000000001,64096.91000000002,maple_whole,2,EA_bcrseeds
402.6290000000001,64165.53500000002,maple_whole,2,EA_bcrseeds
404.3810000000001,64198.883000000016,maple_whole,2,EA_bcrseeds
405.48600000000005,64733.90200000002,maple_whole,2,EA_bcrseeds
405.899,64739.94100000001,maple_whole,2,EA_bcrseeds
407.95300000000003,64793.79100000002,maple_whole,2,EA_bcrseeds
408.562,65307.466000000015,maple_whole,2,EA_bcrseeds
410.3250000000001,65607.98900000002,maple_whole,2,EA_bcrseeds
412.361,65741.611,maple_whole,2,EA_bcrseeds
414.73900000000003,66308.55400000002,maple_whole,2,EA_bcrseeds
420.1020000000001,67019.57400000001,maple_whole,2,EA_bcrseeds
424.49,67746.545,maple_whole,2,EA_bcrseeds
426.06700000000006,67920.41900000001,maple_whole,2,EA_bcrseeds
434.24300000000005,69137.78700000001,maple_whole,2,EA_bcrseeds
434.45200000000006,69230.81400000001,maple_whole,2,EA_bcrseeds
434.822,69313.35100000001,maple_whole,2,EA_bcrseeds
435.576,69500.55400000002,maple_whole,2,EA_bcrseeds
437.9990000000001,70001.46700000003,maple_whole,2,EA_bcrseeds
440.208,70038.63200000001,maple_whole,2,EA_bcrseeds
440.91400000000004,70232.48400000003,maple_whole,2,EA_bcrseeds
441.96600000000007,70389.91500000002,maple_whole,2,EA_bcrseeds
442.98600000000005,70554.90700000002,maple_whole,2,EA_bcrseeds
443.48300000000006,70655.73200000002,maple_whole,2,EA_bcrseeds
443.61500000000007,70676.09800000003,maple_whole,2,EA_bcrseeds
444.11,70824.64700000003,maple_whole,2,EA_bcrseeds
448.42800000000005,71391.58500000002,maple_whole,2,EA_bcrseeds
449.44800000000004,71556.57700000002,maple_whole,2,EA_bcrseeds
450.50000000000006,71714.00800000002,maple_whole,2,EA_bcrseeds
456.96200000000005,72715.67800000001,maple_whole,2,EA_bcrseeds
459.192,73177.31200000002,maple_whole,2,EA_bcrseeds
468.432,74695.25700000001,maple_whole,2,EA_bcrseeds
475.946,75854.35800000001,maple_whole,2,EA_bcrseeds
506.259,81383.03900000002,maple_whole,2,EA_bcrseeds
507.67100000000005,86507.49500000002,maple_whole,2,EA_bcrseeds
508.54300000000006,87126.14700000001,maple_whole,2,EA_bcrseeds
542.783,87227.243,maple_whole,2,EA_bcrseeds
561.4350000000001,90003.91100000002,maple_whole,2,EA_bcrseeds
565.96,91110.00200000001,maple_whole,2,EA_bcrseeds
571.454,91915.849,maple_whole,2,EA_bcrseeds
576.409,92353.49700000002,maple_whole,2,EA_bcrseeds
582.2239999999998,93543.128,maple_whole,2,EA_bcrseeds
583.264,93891.397,maple_whole,2,EA_bcrseeds
583.971,94240.65800000001,maple_whole,2,EA_bcrseeds
589.587,94915.289,maple_whole,2,EA_bcrseeds
591.7489999999998,94959.356,maple_whole,2,EA_bcrseeds
596.992,95673.538,maple_whole,2,EA_bcrseeds
607.312,98251.20100000002,maple_whole,2,EA_bcrseeds
610.144,98390.64100000002,maple_whole,2,EA_bcrseeds
615.8389999999999,99295.27500000002,maple_whole,2,EA_bcrseeds
619.0169999999999,99420.989,maple_whole,2,EA_bcrseeds
620.3649999999998,100177.05200000003,maple_whole,2,EA_bcrseeds
624.7119999999999,100325.623,maple_whole,2,EA_bcrseeds
625.0789999999997,100813.22000000003,maple_whole,2,EA_bcrseeds
627.741,101949.14799999999,maple_whole,2,EA_bcrseeds
633.9519999999999,102593.57600000002,maple_whole,2,EA_bcrseeds
640.2749999999999,102867.46000000002,maple_whole,2,EA_bcrseeds
643.665,104291.625,maple_whole,2,EA_bcrseeds
656.5960000000001,105829.17199999999,maple_whole,2,EA_bcrseeds
661.4509999999999,107438.98599999999,maple_whole,2,EA_bcrseeds
662.09,107643.51999999999,maple_whole,2,EA_bcrseeds
668.552,107840.63299999997,maple_whole,2,EA_bcrseeds
668.9189999999999,109336.731,maple_whole,2,EA_bcrseeds
668.995,109683.57399999998,maple_whole,2,EA_bcrseeds
671.0670000000001,109886.20899999999,maple_whole,2,EA_bcrseeds
676.463,110572.81799999998,maple_whole,2,EA_bcrseeds
678.79,110941.00899999999,maple_whole,2,EA_bcrseeds
684.115,111132.47799999999,maple_whole,2,EA_bcrseeds
685.9639999999999,111722.42399999998,maple_whole,2,EA_bcrseeds
691.6590000000001,112627.05799999999,maple_whole,2,EA_bcrseeds
693.84,113722.453,maple_whole,2,EA_bcrseeds
697.595,113990.33799999999,maple_whole,2,EA_bcrseeds
698.9240000000001,114534.60699999999,maple_whole,2,EA_bcrseeds
700.163,114746.345,maple_whole,2,EA_bcrseeds
704.287,115425.307,maple_whole,2,EA_bcrseeds
705.2470000000001,115558.499,maple_whole,2,EA_bcrseeds
712.7909999999999,116794.586,maple_whole,2,EA_bcrseeds
724.833,123941.254,maple_whole,2,EA_bcrseeds
732.6649999999998,126017.06400000001,maple_whole,2,EA_bcrseeds
736.2149999999999,126225.39300000003,maple_whole,2,EA_bcrseeds
739.449,127080.73000000003,maple_whole,2,EA_bcrseeds
755.924,130225.08700000001,maple_whole,2,EA_bcrseeds
761.31,130950.36800000002,maple_whole,2,EA_bcrseeds
763.0439999999999,131493.94300000003,maple_whole,2,EA_bcrseeds
769.031,132333.68500000003,maple_whole,2,EA_bcrseeds
770.3039999999999,132699.35100000002,maple_whole,2,EA_bcrseeds
775.6899999999998,133424.632,maple_whole,2,EA_bcrseeds
776.8139999999999,139300.84800000003,maple_whole,2,EA_bcrseeds
788.125,140944.964,maple_whole,2,EA_bcrseeds
797.4759999999999,142731.516,maple_whole,2,EA_bcrseeds
817.4629999999999,146112.475,maple_whole,2,EA_bcrseeds
831.4789999999998,148777.33900000004,maple_whole,2,EA_bcrseeds
832.905,148950.59300000002,maple_whole,2,EA_bcrseeds
843.4009999999997,149995.58500000002,maple_whole,2,EA_bcrseeds
848.1420000000002,152015.20600000003,maple_whole,2,EA_bcrseeds
875.1729999999999,152027.00300000003,maple_whole,2,EA_bcrseeds
891.9879999999999,155143.25900000002,maple_whole,2,EA_bcrseeds
906.031,156668.41600000006,maple_whole,2,EA_bcrseeds
937.4769999999999,166677.68300000008,maple_whole,2,EA_bcrseeds
940.6979999999999,167337.75700000004,maple_whole,2,EA_bcrseeds
945.0780000000001,169182.28499999997,maple_whole,2,EA_bcrseeds
951.4659999999999,169220.02300000004,maple_whole,2,EA_bcrseeds
961.0319999999999,170660.59100000007,maple_whole,2,EA_bcrseeds
972.8540000000003,170745.58599999995,maple_whole,2,EA_bcrseeds
976.5609999999999,173944.99800000005,maple_whole,2,EA_bcrseeds
980.4049999999999,174217.22200000007,maple_whole,2,EA_bcrseeds
980.5369999999999,174355.69000000006,maple_whole,2,EA_bcrseeds
982.3459999999999,176416.315,maple_whole,2,EA_bcrseeds
985.4049999999999,177810.231,maple_whole,2,EA_bcrseeds
1003.066,178920.11900000004,maple_whole,2,EA_bcrseeds
1017.4459999999999,181394.38300000006,maple_whole,2,EA_bcrseeds
1024.704,183761.005,maple_whole,2,EA_bcrseeds
1026.094,183929.215,maple_whole,2,EA_bcrseeds
1032.7530000000002,185020.16199999998,maple_whole,2,EA_bcrseeds
1034.1839999999997,185304.744,maple_whole,2,EA_bcrseeds
1034.684,185468.421,maple_whole,2,EA_bcrseeds
1053.1580000000001,187424.55400000006,maple_whole,2,EA_bcrseeds
1077.4340000000004,187550.12500000006,maple_whole,2,EA_bcrseeds
1084.7810000000004,188652.95100000006,maple_whole,2,EA_bcrseeds
1101.351,197448.22700000004,maple_whole,2,EA_bcrseeds
1138.5020000000004,203499.45200000005,maple_whole,2,EA_bcrseeds
1144.8740000000005,204359.01700000005,maple_whole,2,EA_bcrseeds
1160.3990000000003,207130.49000000008,maple_whole,2,EA_bcrseeds
1160.6290000000004,207316.13300000006,maple_whole,2,EA_bcrseeds
1172.7580000000007,209321.06700000007,maple_whole,2,EA_bcrseeds
1184.5960000000007,212199.11600000007,maple_whole,2,EA_bcrseeds
1205.922,214343.34700000004,maple_whole,2,EA_bcrseeds
1222.1790000000005,216218.41400000008,maple_whole,2,EA_bcrseeds
1228.266,217909.80100000006,maple_whole,2,EA_bcrseeds
1233.9710000000007,219397.82200000004,maple_whole,2,EA_bcrseeds
1246.7580000000007,221498.46400000004,maple_whole,2,EA_bcrseeds
1255.9980000000003,222412.80400000006,maple_whole,2,EA_bcrseeds
1264.8320000000003,223939.74000000008,maple_whole,2,EA_bcrseeds
1271.8530000000007,226223.43900000004,maple_whole,2,EA_bcrseeds
1286.0900000000006,229806.14500000002,maple_whole,2,EA_bcrseeds
1310.5180000000005,232913.40800000005,maple_whole,2,EA_bcrseeds
1318.9990000000003,235083.25600000002,maple_whole,2,EA_bcrseeds
1320.9090000000003,235405.23000000004,maple_whole,2,EA_bcrseeds
1324.7070000000003,235965.43200000006,maple_whole,2,EA_bcrseeds
1326.0970000000004,236161.78500000006,maple_whole,2,EA_bcrseeds
1329.7920000000004,236752.39000000007,maple_whole,2,EA_bcrseeds
1332.1890000000003,237366.50000000006,maple_whole,2,EA_bcrseeds
1335.7490000000003,237679.19700000004,maple_whole,2,EA_bcrseeds
1338.8840000000005,238262.42700000005,maple_whole,2,EA_bcrseeds
1344.0490000000004,239765.41200000007,maple_whole,2,EA_bcrseeds
1344.6280000000002,240133.87700000004,maple_whole,2,EA_bcrseeds
1349.4620000000004,240460.82900000009,maple_whole,2,EA_bcrseeds
1351.0000000000002,240993.44200000004,maple_whole,2,EA_bcrseeds
1353.7120000000004,241577.92300000007,maple_whole,2,EA_bcrseeds
1356.1300000000003,241768.00400000004,maple_whole,2,EA_bcrseeds
1358.4290000000003,242239.67600000006,maple_whole,2,EA_bcrseeds
1358.6100000000001,242277.02800000005,maple_whole,2,EA_bcrseeds
1359.2150000000004,242387.26400000005,maple_whole,2,EA_bcrseeds
1364.2910000000002,242736.72800000006,maple_whole,2,EA_bcrseeds
1369.0050000000003,243372.89600000007,maple_whole,2,EA_bcrseeds
1369.1040000000003,243452.21500000005,maple_whole,2,EA_bcrseeds
1373.0580000000002,244249.65500000006,maple_whole,2,EA_bcrseeds
1378.3590000000004,245461.66600000006,maple_whole,2,EA_bcrseeds
1383.8620000000005,246271.00700000007,maple_whole,2,EA_bcrseeds
1388.633,247774.81300000002,maple_whole,2,EA_bcrseeds
1392.6960000000004,247797.94300000006,maple_whole,2,EA_bcrseeds
1392.7280000000007,247958.09400000007,maple_whole,2,EA_bcrseeds
1401.1750000000009,251404.81000000008,maple_whole,2,EA_bcrseeds
1414.3970000000002,251934.41400000005,maple_whole,2,EA_bcrseeds
1427.3760000000007,253928.37400000007,maple_whole,2,EA_bcrseeds
1427.6720000000007,258870.36800000007,maple_whole,2,EA_bcrseeds
1430.6760000000004,259117.76600000006,maple_whole,2,EA_bcrseeds
1431.0730000000008,259472.54800000007,maple_whole,2,EA_bcrseeds
1451.333,260192.55500000005,maple_whole,2,EA_bcrseeds
1452.1830000000002,263138.873,maple_whole,2,EA_bcrseeds
1457.7210000000007,263691.32200000004,maple_whole,2,EA_bcrseeds
1459.7190000000007,265373.42600000004,maple_whole,2,EA_bcrseeds
1472.1010000000006,266165.58600000007,maple_whole,2,EA_bcrseeds
1475.1860000000006,266784.8460000001,maple_whole,2,EA_bcrseeds
1476.4660000000006,268052.77099999995,maple_whole,2,EA_bcrseeds
1478.5020000000004,268158.228,maple_whole,2,EA_bcrseeds
1484.0200000000004,268311.78200000006,maple_whole,2,EA_bcrseeds
1486.4900000000005,269544.758,maple_whole,2,EA_bcrseeds
1487.2590000000007,269721.90499999997,maple_whole,2,EA_bcrseeds
1492.2570000000005,271033.236,maple_whole,2,EA_bcrseeds
1493.1020000000003,271221.78599999996,maple_whole,2,EA_bcrseeds
1496.1360000000006,271761.20999999996,maple_whole,2,EA_bcrseeds
1498.6290000000006,271892.801,maple_whole,2,EA_bcrseeds
1502.0610000000006,272244.3039999999,maple_whole,2,EA_bcrseeds
1503.7140000000006,272679.75899999996,maple_whole,2,EA_bcrseeds
1504.3370000000007,272774.97699999996,maple_whole,2,EA_bcrseeds
1507.7690000000007,273126.4799999999,maple_whole,2,EA_bcrseeds
1512.8540000000007,273913.4379999999,maple_whole,2,EA_bcrseeds
1513.048000000001,274514.11699999997,maple_whole,2,EA_bcrseeds
1516.7690000000007,274664.76099999994,maple_whole,2,EA_bcrseeds
1518.6860000000006,275083.87999999995,maple_whole,2,EA_bcrseeds
1520.395000000001,275616.94299999997,maple_whole,2,EA_bcrseeds
1521.7310000000007,275952.7429999999,maple_whole,2,EA_bcrseeds
1523.991000000001,276196.1429999999,maple_whole,2,EA_bcrseeds
1525.1770000000008,276519.0509999999,maple_whole,2,EA_bcrseeds
1526.8160000000007,276739.70099999994,maple_whole,2,EA_bcrseeds
1527.4390000000008,276834.91899999994,maple_whole,2,EA_bcrseeds
1528.2840000000008,277023.4689999999,maple_whole,2,EA_bcrseeds
1532.5240000000008,277621.8769999999,maple_whole,2,EA_bcrseeds
1550.0180000000007,281402.6899999999,maple_whole,2,EA_bcrseeds
1556.1200000000008,281410.70299999986,maple_whole,2,EA_bcrseeds
1566.5500000000009,283601.19699999987,maple_whole,2,EA_bcrseeds
1570.7050000000008,284332.1839999999,maple_whole,2,EA_bcrseeds
1571.5500000000006,284520.7339999999,maple_whole,2,EA_bcrseeds
1573.5530000000006,284735.8619999999,maple_whole,2,EA_bcrseeds
1575.7900000000009,285119.1419999999,maple_whole,2,EA_bcrseeds
1576.8840000000005,285453.4569999999,maple_whole,2,EA_bcrseeds
1582.3870000000004,286262.7979999999,maple_whole,2,EA_bcrseeds
1610.4380000000008,291089.42199999985,maple_whole,2,EA_bcrseeds
1629.9460000000006,297553.9889999999,maple_whole,2,EA_bcrseeds
1637.1490000000006,298775.0649999999,maple_whole,2,EA_bcrseeds
1640.1760000000006,299032.3319999999,maple_whole,2,EA_bcrseeds
