Site_ID,SedRed,Cost,NEAR_FID,NEAR_DIST,area_m2,Cluster_size,Sedrank
17611,8.149,11824.194,13605,708.6032115,6409.765625,19,13
17128,11.103,8444.022,13605,722.7079719,9129.02832,19,12
17123,11.538,12712.041,13605,1279.329095,9529.439453,19,11
17586,14.158,28400.27,13605,1509.264921,11941.7168,19,10
17609,14.174,7295.101,13605,966.6986027,11957.90332,19,9
17601,18.455,3051.542,13605,1078.108587,15899.10156,19,8
17608,18.692,3093.784,13605,696.8302663,16119.19043,19,7
17599,18.798,9615.197,13605,15.16389554,16216.65625,19,6
17590,29.113,18324.265,13605,1679.927923,25717.04297,19,5
17122,31.459,16413.359,13605,1501.654891,27879.33984,19,4
17597,48.234,41470.744,13605,727.0471038,43339.62109,19,3
17607,50.784,18802.913,13605,675.5715811,45864.81641,19,2
17126,133.825,73419.417,13605,1004.631477,120207.8594,19,1
17154,5.333,11108.736,13690,512.2908361,3895.823486,4,4
17153,6.026,11271.268,13690,126.6402049,4466.920898,4,3
17152,20.517,15170.086,13690,363.1534829,18166.39844,4,2
17151,56.135,29446.954,13690,104.3497934,50763.00781,4,1
